,smiles
556,FC(F)(F)c1ccccc1
656,FC(F)(F)c1cccc(c1)N2CC(CCl)C(Cl)C2=O
376,Oc1cccc(Cl)c1Cl
683,Cc1cc(=O)n(c2ccccc2)n1C
591,CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc2cccc(Oc3ccccc3)c2
227,CC(=C)C=C
595,Cc1ccccc1N
905,CC(C#C)N(C)C(=O)Nc1ccc(Cl)cc1
1106,CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n2cncn2
956,CCOC(=O)N(C)C(=O)CSP(=S)(OCC)OCC
669,Nc1cc[nH]c(=O)n1 
143,Nc1cccc2ccccc12
0,OCC3OC(OCC2OC(OC(C#N)c1ccccc1)C(O)C(O)C2O)C(O)C(O)C3O 
58,Cc1cc2c3ccccc3ccc2c4ccccc14
619,Nc1cccc(c1)N(=O)=O
152,CCCCCCO
797,CC2(C)C1CCC(C)(C1)C2=O
324,Clc1ccc(cc1)c2cccc(Cl)c2Cl 
400,CC1=C(SCCO1)C(=O)Nc2ccccc2
492,O=N(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O
902,COC(C)(C)CCCC(C)CC=CC(C)=CC(=O)OC(C)C
794,CC(=O)c1ccccc1
510,O=C1N(COC(=O)C)C(=O)C(N1)(c2ccccc2)c3ccccc3
687,CN(C)C(=O)C
709,CC(C)(C)c1ccccc1
901,CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C
331,C1CCCCCC1
884,Cc1cc(cc(N(=O)=O)c1O)N(=O)=O
177,O=C1NC(=O)NC(=O)C1(CC)C(C)CC
942,C=CCCC=C
838,CC(C)N(C(=O)CCl)c1ccccc1 
107,Cc1c[nH]c(=O)[nH]c1=O 
335,CC(C)CC(C)C
875,OCC1OC(O)(CO)C(O)C1O
785,NC(=O)N
202,CC#C
1036,O=C1NC(=O)NC(=O)C1(C(C)C)CC=C(C)C
36,N(c1ccccc1)c2ccccc2
616,Cc1ccc2cc(C)ccc2c1
534,COC(=O)c1ccc(O)cc1
891,C(c1ccccc1)c2ccccc2
1002,C1CCC2CCCCC2C1
285,O=C1NC(=O)NC(=O)C1(CC)CC
581,CBr
935,c2ccc1NCCc1c2 
1042,Clc1cc(Cl)c(cc1Cl)c2cc(Cl)c(Cl)cc2Cl 
83,Cc1ccc(C)cc1
239,Oc1ccc(Cl)cc1
1081,CC=CC=O
9,COc5cc4OCC3Oc2c1CC(Oc1ccc2C(=O)C3c4cc5OC)C(C)=C 
19,CCCCCCCCCC(C)O
491,CC(C)CC(C)(C)C
1118,CC(C)COC(=O)C
831,CCOCC
291,COc1c(O)c(Cl)c(Cl)c(Cl)c1Cl 
307,ClC(Cl)(Cl)Cl
497,c1ccc2cc3c4cccc5cccc(c3cc2c1)c45
479,Cc1c(F)c(F)c(COC(=O)C2C(C=C(Cl)C(F)(F)F)C2(C)C)c(F)c1F
95,CCC(=C(CC)c1ccc(O)cc1)c2ccc(O)cc2 
255,CC(C)C(O)C(C)C
639,CCC#CCC
648,COc1cc(CC=C)ccc1O
834,Cc1cc(C)c(O)c(C)c1
304,ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl
993,Cc1ccc(cc1)N(=O)=O
582,Cc1cc(ccc1NS(=O)(=O)C(F)(F)F)S(=O)(=O)c2ccccc2
301,CC(Cl)Cl
441,OCC1OC(OC2C(O)C(O)C(O)OC2CO)C(O)C(O)C1O
872,CN(C)c1nc(nc(n1)N(C)C)N(C)C
77,Clc1cccc(c1)c2cc(Cl)ccc2Cl 
363,C1CCC=CC1
490,CC(C)Br
115,Cn1cnc2n(C)c(=O)[nH]c(=O)c12 
982,CCCN(CCC)c1c(cc(cc1N(=O)=O)C(F)(F)F)N(=O)=O
732,C1CC=CC1
168,CCN(=O)=O
476,CN(C)C(=O)Oc1nc(nc(C)c1C)N(C)C
1072,CCOC(=O)c1ccccc1C(=O)OCC
92,c1ccc2c(c1)c3cccc4cccc2c34
879,Clc1ccc(Cl)c(c1)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl
609,CCCC(=O)OCC
73,O=C1NC(=O)NC(=O)C1(CC=C)c1ccccc1
386,Nc1nccs1 
753,C/C1CCCCC1\C
1020,COC(=O)C=C
367,CCC(=O)OC
110,Oc1c(I)cc(C#N)cc1I
1060,CN(C)C(=S)SSC(=S)N(C)C 
119,Clc1ccccc1c2ccccc2
601,Clc1ccccc1Cl
678,c1c(OC)c(OC)C2C(=O)OCC2c1
422,ClC(Cl)C(Cl)(Cl)SN2C(=O)C1CC=CCC1C2=O 
416,Nc1ccccc1N(=O)=O
572,Nc1ccccc1Cl
735,Oc1ccccc1Cl
1064,CNC(=O)C(C)SCCSP(=O)(OC)(OC)
28,ClC(Cl)=C(c1ccc(Cl)cc1)c2ccc(Cl)cc2
614,BrCBr
916,c2ccc1[nH]ncc1c2 
517,CCOC(=O)NCCOc2ccc(Oc1ccccc1)cc2
860,COC(=O)c1cccnc1 
877,ClCC#CCOC(=O)Nc1cccc(Cl)c1
503,Oc1ccc(cc1)c2ccccc2
106,Oc1ccccc1N(=O)=O
759,CCCCSP(=O)(SCCCC)SCCCC
907,Clc1ccc(cc1)c2cc(Cl)ccc2Cl 
866,CC=C(C(=CC)c1ccc(O)cc1)c2ccc(O)cc2
264,CN(C)C(=O)Nc1ccc(Cl)cc1
874,O=C2NC(=O)C1(CCCCCC1)C(=O)N2 
1080,FC(F)(Cl)C(F)(F)Cl
734,CCCCCCCCC
1119,CC(C)C(C)(C)C
65,OC4=C(C1CCC(CC1)c2ccc(Cl)cc2)C(=O)c3ccccc3C4=O
1103,CC(C)CC(C)O
950,CC(C)OC(=O)Nc1cccc(Cl)c1
508,CCCCC(C)(O)CC
482,CC(C)C(Nc1ccc(cc1Cl)C(F)(F)F)C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2
459,c2ccc1ocnc1c2
888,NS(=O)(=O)c2cc1c(N=CNS1(=O)=O)cc2Cl 
994,CC(C)CCCO
132,CCSCc1ccccc1OC(=O)NC 
103,ClCCl
540,CCCO
349,CCCOCC
64,O=C(Cn1ccnc1N(=O)=O)NCc2ccccc2
127,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c2ccc(F)c(Oc3ccccc3)c2
640,CC1OC(CC(O)C1O)OC2C(O)CC(OC2C)OC8C(O)CC(OC7CCC3(C)C(CCC4C3CCC5(C)C(CCC45O)C6=CC(=O)OC6)C7)OC8C 
518,CC(=O)N(S(=O)c1ccc(N)cc1)c2onc(C)c2C 
569,CCCCCC=C
880,CCC(C)(C)C
467,c2ccc1[nH]nnc1c2
933,CCOP(=S)(OCC)Oc1ccc(cc1)N(=O)=O
69,Clc1ccccc1c2ccccc2Cl 
88,CC(C)C1CCC(C)CC1=O
533,NC(=N)NS(=O)(=O)c1ccc(N)cc1 
1116,COP(=S)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)cc2)cc1
477,CCCCCCBr
183,ClCC#N
723,CCN2c1cc(N(C)C)cc(C)c1NC(=O)c3cccnc23 
894,CC(C)Nc1nc(Cl)nc(NC(C)C)n1
579,c1ccc(cc1)c2ccc(cc2)c3ccccc3
135,C1Cc2ccccc2C1
375,CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC 
446,CCC(C)(O)CC
515,C1N(C(=O)NCC(C)C)C(=O)NC1
1111,O=C1c2ccccc2C(=O)c3ccccc13
1013,CNC(=O)Oc1ccccc1C(C)C
71,Clc2ccc(Oc1ccc(cc1)N(=O)=O)c(Cl)c2
216,Cc1cccnc1C
969,CCCCCCCCCCCCCCCO
926,CCCC(C)(C)O
542,CCCC(C)O
167,O=C1N(COC(=O)CCCCCCC)C(=O)C(N1)(c2ccccc2)c3ccccc3
286,C(Cc1ccccc1)c2ccccc2
379,Nc3nc(N)c2nc(c1ccccc1)c(N)nc2n3
43,CC(C)C1CCC(C)CC1O 
812,c1cc2ccc(OC)c(CC=C(C)(C))c2oc1=O 
178,CCCCC(=O)CCCC
587,c1c(NC(=O)c2ccccc2(I))cccc1
1037,c1c(O)C2C(=O)C3cc(O)ccC3OC2cc1(OC)
329,Cc1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O
332,CCCOC=O
535,CC1CCCO1
889,O=C1NC(=O)NC(=O)C1(C)CC
241,Cc1cccc(N)c1
366,Clc1ccc(cc1)N(=O)=O
624,CC12CCC3C(CCc4cc(O)ccc34)C2CCC1=O
70,O=C2CN(N=Cc1ccc(o1)N(=O)=O)C(=O)N2 
282,O=C1NC(=O)NC(=O)C1(C(C)C)C(C)C
504,CC1=C(CCCO1)C(=O)Nc2ccccc2 
952,CNC(=O)Oc1cccc2ccccc12
871,Clc1cc(Cl)c(c(Cl)c1)c2c(Cl)cc(Cl)cc2Cl 
148,CCC(=O)C
186,c1ccnnc1
677,CCC(C)c1cc(cc(N(=O)=O)c1O)N(=O)=O 
844,CC34CCC1C(CCc2cc(O)ccc12)C3CC(O)C4O 
240,O=C1CCCCC1
175,O=C1N(COC(=O)CCCCCC)C(=O)C(N1)(c2ccccc2)c3ccccc3
549,CCNc1nc(NC(C)(C)C)nc(SC)n1
327,CCC(C)(C)CO
938,Nc1nc(O)nc2nc[nH]c12 
755,C1Cc2c3c1cccc3cc4c2ccc5ccccc54
371,O=N(=O)c1ccccc1
1039,CC(=O)SC4CC1=CC(=O)CCC1(C)C5CCC2(C)C(CCC23CCC(=O)O3)C45
147,CCC1(CCC(C)C)C(=O)NC(=O)NC1=O
798,COc2cnc1cncnc1n2
974,CC(C)C(=O)C
808,CCN2c1ncccc1N(C)C(=S)c3cccnc23 
445,Brc1ccc(I)cc1
830,Cc1ccc(Br)cc1
520,CCCCO
636,CCNc1nc(NC(C)C)nc(OC)n1
923,CCCCOCCCC
121,CC(C)C(C)C(C)C
984,O=C2NC(=O)C1(CCCC1)C(=O)N2
340,CC12CC(=O)C3C(CCC4=CC(=O)CCC34C)C2CCC1(O)C(=O)CO
157,NC(=O)CCl 
638,CCBr
825,O=C1NC(=O)NC(=O)C1(CC)C(C)C
671,CCC#N
336,o1c2ccccc2c3ccccc13
413,Oc1ccc(cc1)N(=O)=O
39,CCCCCCCI
791,c1nccc(C(=O)NN)c1
481,ON=Cc1ccc(o1)N(=O)=O 
792,OC1C=CC2C1C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl 
597,CN(C)C(=O)Nc1cccc(OC(=O)NC(C)(C)C)c1 
509,Clc1ccc(Cl)cc1
235,CCNc1nc(Cl)nc(NC(C)C)n1
6,Clc1cc(Cl)c(c(Cl)c1)c2c(Cl)cccc2Cl
913,CC(=O)Nc1ccc(cc1)N(=O)=O
821,CCCC/C=C/C
836,Clc1ccc(I)cc1
311,CCOc1ccc(NC(N)=O)cc1
406,NC(=O)NCc1ccccc1 
1082,CN(C)C(=O)N(C)C 
977,Cc2cccc3sc1nncn1c23 
675,CC12CC2(C)C(=O)N(C1=O)c3cc(Cl)cc(Cl)c3
180,CCC(C)CC
160,CSc1nnc(c(=O)n1N)C(C)(C)C
410,CS(=O)(=O)c1ccc(cc1)C(O)C(CO)NC(=O)C(Cl)Cl 
666,CC(C)C(C)C
749,CC1(C)C2CCC1(C)C(O)C2
505,CCOC=C
485,COP(=O)(OC)C(O)C(Cl)(Cl)Cl
94,Cc1cc(C)c2ccccc2c1
134,CC1=CCC(CC1)C(C)=C
238,CC(=O)C(C)(C)C
598,CC(C)C=C
689,C=C
571,O=C1NC(=O)NC(=O)C1(CC)C(C)CCC
827,CON(C)C(=O)Nc1ccc(Cl)cc1
225,Cc3ccnc4N(C1CC1)c2ncccc2C(=O)Nc34 
513,COc2ncc1nccnc1n2
1088,ClCC
333,CC(C)c1ccccc1C
848,C=CCS(=O)SCC=C
841,Cc1ccccc1C
1058,Clc1cccc(n1)C(Cl)(Cl)Cl
