,smiles
222,c1c(Br)ccc2ccccc12 
47,c1ccccc1n2ncc(N)c(Br)c2(=O)
290,CCCCOC(=O)c1ccccc1C(=O)OCCCC 
155,CCCOC(=O)C
552,CC23Cc1cnoc1C=C2CCC4C3CCC5(C)C4CCC5(O)C#C
635,CCCCCOC(=O)CC
844,CC34CCC1C(CCc2cc(O)ccc12)C3CC(O)C4O 
340,CC12CC(=O)C3C(CCC4=CC(=O)CCC34C)C2CCC1(O)C(=O)CO
1105,CC(C)(C)CO
681,CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl 
48,COC(=O)C1=C(C)NC(=C(C1c2ccccc2N(=O)=O)C(=O)OC)C 
1074,CC(C)Cc1ccccc1
794,CC(=O)c1ccccc1
500,CCOP(=S)(OCC)SC(CCl)N2C(=O)c1ccccc1C2=O
964,Oc1cc(Cl)ccc1Oc2ccc(Cl)cc2Cl
852,O=c2[nH]c(=O)c1[nH]c(=O)[nH]c1[nH]2 
692,Oc1ccc(Cl)c(Cl)c1Cl
571,O=C1NC(=O)NC(=O)C1(CC)C(C)CCC
708,CN(C)C(=O)NC1CC2CC1C3CCCC23
406,NC(=O)NCc1ccccc1 
988,ClC1(C2(Cl)C3(Cl)C4(Cl)C5(Cl)C1(Cl)C3(Cl)Cl)C5(Cl)C(Cl)(Cl)C24Cl
806,CCC(C)C(C)C
102,C1OC(O)C(O)C(O)C1O
1079,CCCc1ccccc1
150,Nc1ncnc2n(ccc12)C3OC(CO)C(O)C3O 
947,CCC1CCCCC1
474,CC(C)CBr
998,CCC(C)(C)O
309,OC1CCCCCCC1
694,c1ccc(Cl)cc1C(c2ccc(Cl)cc2)(O)C(=O)OC(C)C
230,OC1CCCCC1
1113,CC1=C(C(=O)Nc2ccccc2)S(=O)(=O)CCO1
279,CN(C)C(=O)Oc1cc(C)nn1c2ccccc2
522,Clc1cc(Cl)cc(Cl)c1
339,c3ccc2nc1ccccc1cc2c3
256,c1ccc2ccccc2c1
613,CCCCCCCCCO
592,CN2C(=C(O)c1ccccc1S2(=O)=O)C(=O)Nc3ccccn3 
1031,Brc1ccccc1Br
439,ClCCBr
140,CC/C=C/C
403,ClCBr
173,CI
952,CNC(=O)Oc1cccc2ccccc12
394,CN(C(=O)NC(C)(C)c1ccccc1)c2ccccc2
205,C=CC=O
69,Clc1ccccc1c2ccccc2Cl 
228,CC(C)=CCCC(O)(C)C=C
383,COc1nc(NC(C)C)nc(NC(C)C)n1
663,ClCCCCl
65,OC4=C(C1CCC(CC1)c2ccc(Cl)cc2)C(=O)c3ccccc3C4=O
729,Clc1ccc(Cl)c(c1)c2cccc(Cl)c2Cl 
450,ClC(Cl)C(c1ccc(Cl)cc1)c2ccc(Cl)cc2
