SMILES,Difficulty,Node_ID
ClC(Cl)=C(c1ccc(Cl)cc1)c1ccc(Cl)cc1,4.491220861949959,364
Clc1c(Cl)c(Cl)c(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl,4.160298255608425,813
CC1COC2CC3(C)C(CC4C5C=C6CC(O)CCC6(C)CC5CCC43C)OC2C1,3.696800002475246,485
c1ccc2c(c1)cc1ccc3cccc4ccc2c1c34,3.6708321087273106,846
c1ccc2c(c1)Cc1cc3ccccc3cc1-2,3.4319280406977652,999
Clc1cc(Cl)c(-c2c(Cl)cc(Cl)cc2Cl)c(Cl)c1,3.295413075126434,1021
Cc1c(F)c(F)c(COC(=O)C2C(C=C(Cl)C(F)(F)F)C2(C)C)c(F)c1F,3.213032918478201,225
CCOc1ccc(C(C)(C)COCc2cccc(Oc3ccccc3)c2)cc1,3.1460184368487116,478
ClC1(Cl)C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl,3.1084771552986536,1119
CC12CCC3C(=CCc4cc(O)ccc43)C1CCC2=O,3.0872348395992084,569
CC(C)CC(C)(C)C,2.9904938695438137,723
OC1C(O)C(O)C(O)C(O)C1O,2.930710726576987,1147
c1cc2cccc3c4cccc5cccc(c(c1)c23)c54,2.914412337933859,512
CCN(CC)C(=S)SSC(=S)N(CC)CC,2.902096890507086,674
c1ccc2cc3cc4ccccc4cc3cc2c1,2.8922607030557534,983
Clc1ccc(-c2c(Cl)cc(Cl)c(Cl)c2Cl)c(Cl)c1Cl,2.8720644533397843,1227
CCCN(CCC)c1c([N+](=O)[O-])cc(C(C)C)cc1[N+](=O)[O-],2.8649232883045506,577
CCN(CC)C(=O)C(Cl)=CCOP(=O)(OC)OC,2.8587464869723895,568
Cc1ccc2cc3ccccc3cc2c1,2.84791315895019,645
O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(F)c(Cl)c1F,2.830016813950825,545
N#Cc1c(Cl)c(Cl)c(Cl)c(C#N)c1Cl,2.811883288574218,416
c1ccc2c(c1)Cc1c-2ccc2ccccc12,2.8070206294672997,1138
c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,2.806539415435952,255
CCC(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21,2.7773575547888365,607
O=C(Nc1ccccc1)N(Cc1ccc(Cl)cc1)C1CCCC1,2.776496686935425,951
CNC(=O)C(C)SCCSP(=O)(OC)OC,2.761778293823557,1180
Brc1cc(Br)c(Br)cc1Br,2.716413364103892,550
Clc1cccc(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1Cl,2.696053374362243,132
OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)C(Cl)(Cl)Cl,2.6395987368268568,729
Clc1ccc(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1,2.6247676581707635,863
c1ccnnc1,2.5997534593665668,483
C1CCC2CCCCC2C1,2.5907431110233903,325
CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,2.553922803824806,259
c1ccc2cc3c(cc2c1)-c1cccc2cccc-3c12,2.5505114665785937,728
ClC1=C(Cl)C2(Cl)C3C(Cl)C(Cl)CC3C1(Cl)C2(Cl)Cl,2.505389236365206,1164
O=C1NC(=O)C2C3C(C(O)(c4ccccc4)c4ccccn4)=CC(C3=C(c3ccccc3)c3ccccn3)C12,2.4899279286993545,1063
COP(=S)(OC)Oc1ccc(SC)c(C)c1,2.488458223342896,517
Cc1cc(=O)n(-c2ccccc2)n1C,2.4798682189383694,879
CCOC(=O)c1cncn1C(C)c1ccccc1,2.478276123592005,220
O=CNC(N1C=CN(C(NC=O)C(Cl)(Cl)Cl)C=C1)C(Cl)(Cl)Cl,2.4728426859551593,831
CCN(Cc1c(F)cccc1Cl)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],2.4704835408561014,1040
c1ccc2c3c(ccc2c1)-c1cccc2cccc-3c12,2.4680061885273044,953
CC(C)NC(=O)N1CC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,2.4606450328826908,990
CC(C)C(Nc1ccc(C(F)(F)F)cc1Cl)C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,2.458265230265495,714
ClC1=C(Cl)C2(Cl)C3CC=CC3C1(Cl)C2(Cl)Cl,2.457808628082275,968
CCCCCCCCCCCCCC,2.450328531323843,356
CC(=O)CC(c1ccc(Cl)cc1)c1c(O)c2ccccc2oc1=O,2.4446525708582834,797
Cc1cccc2c1ccc1ccccc12,2.415454744338989,1171
Clc1ccc(-c2cccc(Cl)c2Cl)cc1,2.4011032906316765,191
O=C1C(O)=C(C2CCC(c3ccc(Cl)cc3)CC2)C(=O)c2ccccc21,2.364509124230594,392
Brc1cc(Br)cc(Br)c1,2.3455887291657995,851
COc1ccc(C(c2ccc(OC)cc2)C(Cl)(Cl)Cl)cc1,2.2999164653538573,544
c1ccc2c(c1)[nH]c1ccccc12,2.279529367039924,286
CCOC(=O)c1ccccc1S(=O)(=O)NN(C=O)c1nc(Cl)cc(OC)n1,2.271182895183563,570
O=[N+]([O-])c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,2.2506307295569865,252
CCN1c2cc(Cl)ccc2NC(=O)c2cccnc21,2.249753655547976,409
CCOP(=S)(OCC)Oc1ccc2oc(=O)c(Cl)c(C)c2c1,2.2353000902762514,1003
CC(C)N(C(=O)SCC(Cl)=CCl)C(C)C,2.2331924231957285,334
Clc1c(Cl)c(Cl)c2nccnc2c1Cl,2.2269163621922505,420
CCCCCc1ccccc1,2.22372554248509,688
COP(=S)(OC)Oc1cc(Cl)c(I)cc1Cl,2.2148491096496583,460
CC(C)CC(C)C,2.20622899334228,194
CN(C)C(=O)N(C)C,2.204895364087512,1194
O=[N+]([O-])c1ccc(Oc2ccc(Cl)cc2Cl)cc1,2.2013717322459323,396
