,smiles
805,O=C1CCC(=O)N1
587,c1c(NC(=O)c2ccccc2(I))cccc1
1100,Oc1ccncc1
62,CC34CC(O)C1(F)C(CCC2=CC(=O)C=CC12C)C3CC(O)C4(O)C(=O)CO
873,CC(C)CC(C)(C)O
590,Oc1ccc(Cl)cc1Cl
996,CC(C)OC(=O)C(O)(c1ccc(Br)cc1)c2ccc(Br)cc2 
711,CC(=O)OCC(=O)C3(O)CCC4C2CCC1=CC(=O)C=CC1(C)C2C(O)CC34C 
100,CC12CCC3C(CCC4=CC(=O)CCC34C)C2CCC1C(=O)CO
618,O=N(=O)OCC(CON(=O)=O)ON(=O)=O 
182,Cc1ccccc1n3c(C)nc2ccccc2c3=O
552,CC23Cc1cnoc1C=C2CCC4C3CCC5(C)C4CCC5(O)C#C
553,CCCCI
1113,CC1=C(C(=O)Nc2ccccc2)S(=O)(=O)CCO1
1015,C1c2ccccc2c3ccc4ccccc4c13
301,CC(Cl)Cl
1023,CC(C)c1ccc(C)cc1
342,Cc1cccc(O)c1
368,Clc1ccccc1N(=O)=O
615,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO
476,CN(C)C(=O)Oc1nc(nc(C)c1C)N(C)C
1088,ClCC
2,CC(C)=CCCC(C)=CC(=O)
138,Clc1cccc(I)c1
390,Cc1ccc2cc3ccccc3cc2c1
659,OC(Cn1cncn1)(Cn2cncn2)c3ccc(F)cc3F 
757,CCCCCC(=O)C
985,c1c(NC(=O)OC(C)C(=O)NCC)cccc1
375,CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC 
488,O=c2c(C3CCCc4ccccc43)c(O)c1ccccc1o2 
1028,OCC(NC(=O)C(Cl)Cl)C(O)c1ccc(cc1)N(=O)=O
474,CC(C)CBr
40,c1c(Cl)cccc1c2ccccc2
667,CCC=C
72,CC1(C)C2CCC1(C)C(=O)C2
961,CC(=O)OC3(C)CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C 
973,O=N(=O)c1ccccc1N(=O)=O
84,CCc1ccccc1CC
32,COC(=O)Nc1cccc(OC(=O)Nc2cccc(C)c2)c1
751,CCCCCCC
602,Sc2nc1ccccc1s2 
399,Oc1cccc2ncccc12 
191,COCC(=O)N(C(C)C(=O)OC)c1c(C)cccc1C 
447,CCCCCc1ccccc1
986,CC(C)=CC3C(C(=O)OCc2cccc(Oc1ccccc1)c2)C3(C)C 
780,c1ccc2c3c(ccc2c1)c4cccc5cccc3c45
1036,O=C1NC(=O)NC(=O)C1(C(C)C)CC=C(C)C
812,c1cc2ccc(OC)c(CC=C(C)(C))c2oc1=O 
464,CC(C)(C)Cc1ccccc1
489,Oc1ccc(Br)cc1
407,CN(C)C(=O)Nc1ccc(C)c(Cl)c1
