product_number,ingredients_smiles,review
100269694,"['O', 'CCCCCCCCCCCCCCCCO', 'C(C(CO)O)O', 'C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C', 'CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CCO)C)C', 'COC1=C(C=CC(=C1)C=CC(=O)O)O', 'CCCCCCCCCCCCCC(=O)OC(C)C', 'CCCCCCCCCCCCCCCCCC(=O)O.CCCCCCCCCCCCCCCC(=O)O.OP(=O)(O)O', 'CCCCCCCCCCCCCCCCC(CC(CO)O)C(=O)OCC(CO)O', 'C=CC(=O)O', 'C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O', 'C1=CC=C(C=C1)OCCO', 'CC(CC(C)(C)O)O', '[OH-].[Na+]']",5
10295416,"['O', '[O-][Si]([O-])([O-])[O-].[Mg+2].[Al+3]', 'CCCCCCCCCCCCCC(=O)OC(C)C', 'CC1(C(=O)N(C(=O)N1CO)CO)C']",4.5
10311204,"['O', 'CCCCCCCCCCCCCCCCCC(=O)OCC(CO)O', 'CC(CO)O', 'CCCCCCCCCCCCCCCCCCOC(=O)CCCCCCCCCCCCCCCCC', 'CCCCCCCCCCCCCCCCCCO.CCCCCCCCCCCCCCCCO', 'C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C', 'CCCCCCCCCCCCCC(=O)OC(C)C', 'CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CCO)C)C', 'CC1=C(C(=C(C2=C1OC(CC2)(C)CCCC(C)CCCC(C)CCCC(C)C)C)OC(=O)C)C', 'CCCCCCCCCCCCCCCC(=O)OCC(C1C(=C(C(=O)O1)O)O)O', 'C(C(=O)O)C(CC(=O)O)(C(=O)O)O', 'CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]', '[O-]S(=O)[O-].[Na+].[Na+]', '[O-]S(=O)S(=O)(=O)[O-].[Na+].[Na+]', '[O-][Si]([O-])([O-])[O-].[Mg+2].[Al+3]', 'C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O']",3.6
10317475,"['O', 'CC(CO)O', '[OH-].[OH-].[OH-].[Al+3]', 'CCCCCCCCCCCCCC(=O)OC(C)C', 'COC(=O)C1=CC=C(C=C1)O', 'C=CC(=O)O', '[OH-].[K+]', 'CCCOC(=O)C1=CC=C(C=C1)O', 'O=[Ti]=O']",4.4
10322221,"['O', 'C(C(CO)O)O', 'CCCCCCCCCCCCCC(C)C', 'C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C', 'CC(C)CCCCCCCCCCCCCCC(=O)OC(C)C', 'C=CC(=O)N', 'CCCCCCCCCCCCCCCCCCO', 'C1=CC(=CN=C1)C(=O)N', 'CC(C)(CO)C(C(=O)NCCCO)O', 'CC1=C(C(=C(C2=C1OC(CC2)(C)CCCC(C)CCCC(C)CCCC(C)C)C)OC(=O)C)C', 'CCC(=O)OCC=C(C)C=CC=C(C)C=CC1=C(CCCC1(C)C)C', 'CCCCCCCCCCCCCCCCO', 'CCCCCCCCCCCCCCCCCCCCCCO', 'C=C', 'C1=CC=C(C=C1)OCCO', 'O=[Ti]=O', 'CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCO', 'CCCCCCCCCCCCCCCCCC(=O)O', 'C1=CC=C(C=C1)C(=O)[O-].[Na+]', 'CCCCC(CC)COC(=O)C1=CC=CC=C1O', 'CCCCCCCCCCCCCCCCCCO.CCCCCCCCCCCCCCCCO']",4.5
10448600,"['O', 'CCCCCCCCCCCCOC(=O)C1=CC=CC=C1', 'C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C', 'CCCCCCCCCCCCCCCCCCO.CCCCCCCCCCCCCCCCO', 'C(C(CO)O)O', 'C=C', 'C1=CC=C(C=C1)OCCO', 'C[Si](C)(C)O[Si](C1=CC=CC=C1)(O[Si](C)(C)C)O[Si](C)(C)C', 'O=[Si]=O', 'CC(C)(CO)C(C(=O)NCCCO)O', 'CCCCCCCCCCCCCCCCCCCCO', 'CCCCCCCCCCCCCCCCCCOCCO', 'CCCCCCCCCCCCCCCCCCCCCCO', 'CCCCCCCCCCCCCCCCCCOCCO', 'CC(=C)C(=O)OC', 'C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O', 'CCCCCCCCCCCCCCCCCCCCOC1C(C(C(C(O1)CO)O)O)O', 'CCOC(=O)C1=CC=C(C=C1)O', 'CCCCCCCCCCCC(=O)OCCOCC(C1C(C(CO1)OCCO)OCCO)OCCO', 'B#N', 'O=[Ti]=O']",4.5
10543636,"['CCCCCCCCCCCC(=O)NCC(=O)[O-].[Na+]', 'C(C(CO)O)O', '[Na+].[Cl-]', 'C=CC(=O)O', 'C(C1C(C(C(C(O1)OC2=C(C(OC2=O)C(CO)O)O)O)O)O)O', 'C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2O', 'CCCCOC(=O)C1=CC=C(C=C1)O', 'CC(CCC=C(C)C)CCO', 'CCOC(=O)C1=CC=C(C=C1)O', 'CC(C)COC(=O)C1=CC=C(C=C1)O', 'CC(=CCCC(C)(C=C)O)C', 'COC(=O)C1=CC=C(C=C1)O', 'C1=CC=C(C=C1)OCCO', 'CCCOC(=O)C1=CC=C(C=C1)O', 'C1=CC=C(C=C1)C(=O)[O-].[Na+]', '[OH-].[Na+]']",4.4
10543657,"['O', 'C(C(CO)O)O', 'CCCCCCCCCCCCCCOC(=O)CCCCCCCCCCCCC', 'CCCCCCCCCCCCCCCCCC(=O)O', 'CCCCCCCCCCCCCCCC(=O)O', 'CCCCCCCCCCCCCCCCCC(=O)OCC(CO)O', 'CCCCCCCCCCCCCCCCCCO', 'C(CO)N(CCO)CCO', 'CCCCCCCCCCCCCC(C)C', 'C1=CC=C(C=C1)CCO', 'CCOC(=O)C=C.CC(=C)C(=O)O.CC(=C)C(=O)OC', 'CCCCCCCCCCCCCCCCO', 'CCCCCCCCCCCCCCCC(=O)OCC=C(C)C=CC=C(C)C=CC1=C(CCCC1(C)C)C', 'CC=CC=CC(=O)[O-].[K+]', 'COC(=O)C1=CC=C(C=C1)O', 'C1=CC=C(C=C1)C(=O)[O-].[Na+]', 'C1=CC(=CC=C1NC(=NC(=NCCCCCCN=C(N)N=C(N)NC2=CC=C(C=C2)Cl)N)N)Cl.C(C(C(C(C(C(=O)O)O)O)O)O)O.C(C(C(C(C(C(=O)O)O)O)O)O)O', 'CCOC(=O)C1=CC=C(C=C1)O', 'CC(=CCCC(C)(C=C)O)C', 'CC(=CCCC(=CCO)C)C', 'CCCCCC(=CC1=CC=CC=C1)C=O', 'CC1=CCC(CC1)C(=C)C', 'CC(CCC=C(C)C)CCO', 'CC(CC1=CC=C(C=C1)C(C)(C)C)C=O', 'C1=CC=C(C=C1)CO', 'C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2', 'C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2O']",4.3
10543659,"['O', 'C(C(CO)O)O', 'CCCCCCCCCCCCCCCCCC(=O)OCCCCCCCCCCCCCC(C)C', '[Li+].[Li+].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[O-][Si]12O[Si]3(O[Si](O1)(O[Si](O2)(O3)[O-])[O-])[O-].[O-][Si]12O[Si]3(O[Si](O1)(O[Si](O2)(O3)[O-])[O-])[O-].[O-][Si]12O[Si]3(O[Si](O1)(O[Si](O2)(O3)[O-])[O-])[O-].[O-][Si]12O[Si]3(O[Si](O1)(O[Si](O2)(O3)[O-])[O-])[O-].[O-][Si]12O[Si]3(O[Si](O1)(O[Si](O2)(O3)[O-])[O-])[O-].[O-][Si]12O[Si]3(O[Si](O1)(O[Si](O2)(O3)[O-])[O-])[O-].[Na+].[Na+].[Mg+2].[Mg+2].[Mg+2].[Mg+2].[Mg+2].[Mg+2].[Mg+2].[Mg+2].[Mg+2].[Mg+2].[Mg+2].[Mg+2].[Mg+2].[Mg+2].[Mg+2].[Mg+2]', 'CCCCCCCCCCCCCCCCCC(=O)O', 'CCCCCCCCCCCCCCCCCCO', 'CC(=CCCC(C)(C=C)O)C', 'CC(=CCCC(=CCO)C)C', 'CCCCCCCCCCCCCCCCCC(=O)OCC(CO)O', 'C(CO)N(CCO)CCO', 'CCCCCCCCCCCCCC(C)C', 'O=[Si]=O', 'C1=CC=C2C(=C1)C=CC(=O)O2', 'CC1=CCC(CC1)C(=C)C', 'CC(=CCCC(=CC=O)C)C', 'CC(CCC=C(C)C)CCO', 'CC(=C)C(=O)OC', 'C=CC(=O)N', 'CCCCCCCCCCCCCCCCO', 'CC(CC1=CC=C(C=C1)C(C)(C)C)C=O', 'C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2O', 'CCCCCCCCCCCCCCCC(=O)OCC=C(C)C=CC=C(C)C=CC1=C(CCCC1(C)C)C', 'COC(=O)C1=CC=C(C=C1)O', 'C1=CC(=CC=C1NC(=NC(=NCCCCCCN=C(N)N=C(N)NC2=CC=C(C=C2)Cl)N)N)Cl.C(C(C(C(C(C(=O)O)O)O)O)O)O.C(C(C(C(C(C(=O)O)O)O)O)O)O', 'CCOC(=O)C1=CC=C(C=C1)O', 'C1=CC=C(C=C1)CO', 'CC1=CC(=C(C=C1N=NC2=C(C3=CC=CC=C3C(=C2)S(=O)(=O)[O-])O)S(=O)(=O)[O-])C.[Na+].[Na+]', 'C1=CC=C(C=C1)N=NC2=C(C3=C(C=C(C=C3C=C2S(=O)(=O)[O-])S(=O)(=O)[O-])N)O.[Na+].[Na+]', 'CC1=CC(=C(C(=O)O1)C(=O)C)[O-].[Na+]', 'C1=CC=C(C=C1)OCCO', 'C1=CC(=CC=C1OCC(CO)O)Cl']",3.6
106235113,"['O', 'C(C(CO)O)O', 'C1=CC(=CN=C1)C(=O)N', 'CC1C(C(C(C(O1)CO)OC2C(C(C(C(O2)COC3C(C(C(C(O3)CO)OC)O)O)OC4C(C(C(C(O4)CO)OC)O)O)O)O)O)O', 'C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C', 'CCCCC(CC)COC(=O)C(=C(C1=CC=CC=C1)C2=CC=C(C=C2)OC)C#N', 'CC(C)(CO)C(C(=O)NCCCO)O', 'CC1=C(C(=C(C2=C1OC(CC2)(C)CCCC(C)CCCC(C)CCCC(C)C)C)OC(=O)C)C', 'CCCCCCCCCCCCCCCCCCO', 'C=CC(=O)N', 'CCCCCCCCCCCCCCCCCCCCCCO', 'CCCCCCCCCCCCCCCCO', 'C1=CC=C(C=C1)OCCO', 'O=[Ti]=O', 'CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCO', 'C1=CC=C(C=C1)C(=O)[O-].[Na+]', 'CCCCCCCCCCCCCCCCCCO.CCCCCCCCCCCCCCCCO', 'C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O', 'CCCCCCCCCCCCCCCCCC(=O)O']",4.4
