product_number,ingredients_smiles,review
10317479,"['O', 'C(C1C(C(C(C(=O)O1)O)O)O)O', 'CCCCCCCCCCCCCCCCCC(=O)OCC(CO)O', 'C(C(CO)O)O', 'CCCCCCCCCCCCCCCCCC(=O)OCCO', 'CCCCCCCCCCCCCCCCO', 'C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C', '[O-][Si]([O-])([O-])[O-].[Mg+2].[Al+3]', 'C1=CC=C(C=C1)OCCO', '[NH4+].[OH-]', 'CC(C)OC(=O)C1=CC=C(C=C1)O', 'CCCCOC(=O)C1=CC=C(C=C1)O', 'CC(C)COC(=O)C1=CC=C(C=C1)O', 'C(CC(C(=O)O)N)CN=C(N)N']",4.4
10449390,"['O', 'C(C(CO)O)O', 'CCCCCCCCCCCCCCCCOC(=O)CCCCCCCCCCCCCCC', 'CCCCCCCCCCCCCCCCO', 'O1[SiH2]O[SiH2]O[SiH2]O[SiH2]O[SiH2]1', 'CCCCCCCCCCCCCCCCCCO', 'CCCCCCCCCCCCCCCC(=O)OC(C)C', 'C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C', 'C=CC(=O)O', 'CCCCCCCCCCCCCCCCCC(=O)O', '[OH-].[Na+]', 'C(CO)O', 'CC1(C(=O)N(C(=O)N1CO)CO)C', 'O=[Ti]=O', 'C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O', 'CCCCNC(=O)OCC#CI', 'CC1(C(=O)NC(=O)N1CO)C']",4.4
10449396,"['O', 'CCCCCCCCCCCCCC(C)C', 'C(C(CO)O)O', 'CCCCCCCCCCCCCCCCCCOCCO', 'CC(C)(CO)C(C(=O)NCCCO)O', 'C1=CC(=CN=C1)C(=O)N', 'O1[SiH2]O[SiH2]O[SiH2]O[SiH2]O[SiH2]1', 'C=CC(=O)N', 'CCCCCCCCCCCCCCCCCCO', 'C=C', 'CCCCCCCCCCCCCCCCCCCCCCO', 'CC1(C(=O)N(C(=O)N1CO)CO)C', 'CC1=C(C(=C(C2=C1OC(CC2)(C)CCCC(C)CCCC(C)CCCC(C)C)C)OC(=O)C)C', 'CCCCCCCCCCCCCCCCO', 'CCCCCCCC[Si](OCC)(OCC)OCC', 'C(CO)O', 'CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCO', 'CCCCCCCCCCCCCCCCCCOCCO', 'CCCCCCCCC=CCCCCCCCCOCCOCCOCCOP(=O)(O)O', 'C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O']",4.8
10804585,"['O', 'CCCCCCCCCCCCCCCC(=O)OC(C)C', 'C(C(CO)O)O', 'CCCCCCCCCCCCCCCCCC(=O)O', 'CCCCCCCCCCCCCCCCCC(=O)OCC(CO)O', 'CCCCCCCCCCCCCCCCO', 'CCCCCCCCC=CCCCCCCCC(=O)OCC(C1C(C(CO1)O)O)O', 'CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC', 'C(CO)N(CCO)CCO', 'CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO', 'C=CC(=O)O', 'C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O', 'CC1(C(=O)N(C(=O)N1CO)CO)C', 'COC(=O)C1=CC=C(C=C1)O']",4.5
10818501,"['O', 'CCCCCCCCCCCCOC(=O)C1=CC=CC=C1', 'CCCCCCCCCCCCCCCCCCO.CCCCCCCCCCCCCCCCO', 'C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C', 'O1[SiH2]O[SiH2]O[SiH2]O[SiH2]O[SiH2]1', 'C(C(CO)O)O', 'CCCCCCCCCCCCCCCCCCCCO', 'C[Si](C)(C)O[Si](C1=CC=CC=C1)(O[Si](C)(C)C)O[Si](C)(C)C', 'C1=CC=C(C=C1)OCCO', 'CC(C)(CO)C(C(=O)NCCCO)O', 'C1=CC=C(C=C1)CO', 'C=C', 'CCCCCCCCCCCCCCCCCCCCCCO', 'CCCCCCCCCCCCCCCCCCOCCO', 'CCCCCCCCCCCCCCCCCCOCCO', 'C=CC(=O)N', 'CCCCCCCCCCCCCCCCCCCCOC1C(C(C(C(O1)CO)O)O)O', 'C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O', 'COC(=O)C1=CC=C(C=C1)O', 'CNCC(=O)O', 'CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCO', 'CCOC(=O)C1=CC=C(C=C1)O', 'CCCCOC(=O)C1=CC=C(C=C1)O', 'CCCOC(=O)C1=CC=C(C=C1)O', 'CC(C)COC(=O)C1=CC=C(C=C1)O', 'CCCCNC(=O)OCC#CI', 'C(C(C(=O)[O-])N)C(=O)[O-].[K+].[K+]']",3.9
120105636,"['O', 'CCCCCCCCCCCCCCCC(=O)OC(C)C', 'C(C(CO)O)O', 'CCCCCCCCCCCCCCCCCCO', 'CCCCCCCCCCCCCCCCO', 'CCCCCCCCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCCCCCCCC.[Cl-]', 'CC1=C(C(=C(C2=C1OC(CC2)(C)CCCC(C)CCCC(C)CCCC(C)C)C)OC(=O)C)C', 'CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]', 'CCCCCCCCCCOC1C(C(C(C(O1)CO)O)O)O', 'CCCCCCCCCCCCCCCCCCOCCO', 'CCCCCCCCCCCCOC1C(C(C(C(O1)CO)O)O)O', 'CCCCCCCCCCCCCCCCCCOCCO', 'C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O', 'C(C(=O)O)C(CC(=O)O)(C(=O)O)O', 'CN1C(=O)C=C(S1)Cl', 'CN1C(=O)C=CS1']",4.5
12519627,"['O', 'CCCCCCCCCCCCCCCC(=O)OC(C)C', 'C(C(CO)O)O', 'CCCCCCCCCCCCCCCCCC(=O)O', 'CCCCCCCCCCCCCCCCCC(=O)OCC(CO)O', 'CCCCCCCCCCCCCCCCO', 'CCCCCCCCC=CCCCCCCCC(=O)OCC(C1C(C(CO1)O)O)O', 'C(CO)N(CCO)CCO', 'CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO', 'CC1(C(=O)N(C(=O)N1CO)CO)C', 'C=CC(=O)O', 'COC(=O)C1=CC=C(C=C1)O', 'CC1=CC(=C(C(=C1)C(C)(C)C)O)C(C)(C)C', 'C(CN(CC(=O)[O-])CC(=O)[O-])N(CC(=O)[O-])CC(=O)[O-].[Na+].[Na+].[Na+].[Na+]', 'C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O']",4.8
138846394,"['O', 'C(C(CO)O)O', 'C1=CC(=CN=C1)C(=O)N', 'C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C', 'CC(C)CCCCCCCCCCCCCCC(=O)OC(C)C', 'CC(C)(CO)C(C(=O)NCCCO)O', 'CC1=C(C(=C(C2=C1OC(CC2)(C)CCCC(C)CCCC(C)CCCC(C)C)C)OC(=O)C)C', 'C=CC(=O)OCCO', 'C1=CC=C(C=C1)CO', '[H]', 'O=[Ti]=O', 'CCCCCCCCCCCCCCCCCCO', 'CCCCCCCCCCCCCCCCCCCCCCO', 'CCCCCCCCCCCCCCCCO', 'COC(=O)C1=CC=C(C=C1)O', 'CCOC(=O)C1=CC=C(C=C1)O', 'C=CC(=O)O', 'CCCOC(=O)C1=CC=C(C=C1)O', 'C(C(C1C(=C(C(=O)O1)OP(=O)([O-])[O-])[O-])O)O.[Na+].[Na+].[Na+]', 'CCCCCCCCCCCCCCCCCCO.CCCCCCCCCCCCCCCCO', '[OH-].[Na+]', 'CC1=CC(=C(C(=C1)C(C)(C)C)O)C(C)(C)C', 'C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O', 'CCCCCCCCCCCCCCCCCC(=O)O', 'CCCCCCCCCCCCCCCC(=O)O', 'O=[Zn]', 'CCCCNC(=O)OCC#CI']",4.7
14178846,"['O', 'C1=CC(=CN=C1)C(=O)N', 'CCCCCCCCCCCCCCCCCC(=O)O', 'CCCCCCCCCCCCCC(=O)OC(C)C', 'CCCCCCCCCCCCCCCCCC(=O)OCC(CO)O', 'CCCCC(CC)COC(=O)C=CC1=CC=C(C=C1)OC', 'C(C(CO)O)O', 'C(CO)N(CCO)CCO', 'C=CC(=O)O', 'CCCCCCCCCCCCCCCCO', 'C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C', 'COC(=O)C1=CC=C(C=C1)O', 'C1CC(=O)NC1C(=O)[O-].[Na+]', 'C(CC(=O)O)C(C(=O)O)N', 'CCCOC(=O)C1=CC=C(C=C1)O', '[OH-].[Na+]', 'C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O']",4.4
147940565,"['O', 'C(C(CO)O)O', 'CCCCCCCCCCCCCC(C)C', 'O1[SiH2]O[SiH2]O[SiH2]O[SiH2]O[SiH2]1', 'C1=CC(=CN=C1)C(=O)N', 'C(CCO)CCO', 'C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C', 'C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C', '[Na+].[Cl-]', 'CC(C)(CO)C(C(=O)NCCCO)O', 'C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C', 'COC(=O)C1=CC=C(C=C1)O', 'C(CO)N(CCO)CCO', 'C1=CC=C(C=C1)C(=O)[O-].[Na+]', 'CCOC(=O)C1=CC=C(C=C1)O']",4.4
16785075,"['O', 'CCCCCCCCCCCCCC(=O)O', 'CCCCCCCCCCCCCCCC(=O)O', 'C1=CC(=CN=C1)C(=O)N', 'CCCCCCCCCCCCCCCCCC(=O)O', 'CCCCC(CC)COC(=O)C=CC1=CC=C(C=C1)OC', 'C(C(CO)O)O', 'CC1C(C(C(C(O1)CO)OC2C(C(C(C(O2)COC3C(C(C(C(O3)CO)OC)O)O)OC4C(C(C(C(O4)CO)OC)O)O)O)O)O)O', 'C(CO)N(CCO)CCO', 'O1[SiH2]O[SiH2]O[SiH2]O[SiH2]O[SiH2]1', 'C(CO)O', 'CCCCCCCCCCCCCCCCO', 'CC(C)(C)C1=CC=C(C=C1)C(=O)CC(=O)C2=CC=C(C=C2)OC', 'C1=CC=C(C=C1)OCCO', 'C=CC(=O)O', 'COC(=O)C1=CC=C(C=C1)O', 'CCCOC(=O)C1=CC=C(C=C1)O', 'C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O']",4.5
17174102,"['O', 'C(C(CO)O)O', 'C1=CC(=CN=C1)C(=O)N', 'C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C', 'O=[Ti]=O', 'CCCCCCCCCCCCCCCC(=O)OC(C)C', 'CCCCCCCCCCCCCCCCCCCCCCO', 'C(C(C1C(=C(C(=O)O1)OP(=O)([O-])[O-])[O-])O)O.[Na+].[Na+].[Na+]', 'CC(C)(CO)C(C(=O)NCCCO)O', 'CC1=C(C(=C(C2=C1OC(CC2)(C)CCCC(C)CCCC(C)CCCC(C)C)C)OC(=O)C)C', 'O=[Zn]', 'CCCCCCCCCCCCCCCCCCO', 'CCCCCCCCCCCCCCCCCC(=O)OCC(C1C(C(CO1)O)O)O', 'C=CC(=O)N', 'C=C', 'C(CO)N(CCO)CCO', 'CCCCCCCCCCCCCCCCO', 'C1=CC=C(C=C1)CO', 'CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCO', 'CCCCCCCCCCCCCCCCCCO.CCCCCCCCCCCCCCCCO', 'C=CC(=O)[O-].[NH4+]', 'CCCCCCCCCCCCCCCCCC(=O)O', 'COC(=O)C1=CC=C(C=C1)O', 'CCCOC(=O)C1=CC=C(C=C1)O', 'CCOC(=O)C1=CC=C(C=C1)O', 'CCCCCCCC[Si](OCC)(OCC)OCC']",4.5
19529367,"['O', 'CCCCCCCCCCCCCCCCCCOCC(C)O', 'C(C(CO)O)O', 'CCCCCCCCCCCCCCCCCCO', 'C1=CC=C(C(=C1)C(=O)O)O', 'CCCCCCCCCCCCCCCCO', 'C=CC(=O)N', 'C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C', 'CCCCCCCCCCCCCCCCCCOCCO', 'O1[SiH2]O[SiH2]O[SiH2]O[SiH2]O[SiH2]1', 'CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCO', 'CCCCCCCCCCCCCCCCCCOCCO', 'C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O', 'CC1=C(C(=C(C2=C1OC(CC2)(C)CCCC(C)CCCC(C)CCCC(C)C)C)OC(=O)C)C']",4.3
19581075,"['O', 'C(C(CO)O)O', 'O=[Ti]=O', 'C1=CC(=CN=C1)C(=O)N', 'CC(=O)C1(C(C(C(C(O1)CO)O)O)N)O', 'CCCCCCCCCCCC(=O)N(C)CC(=O)OC(C)C', 'CC(C)(CO)C(C(=O)NCCCO)O', 'CC1=C(C(=C(C2=C1OC(CC2)(C)CCCC(C)CCCC(C)CCCC(C)C)C)OC(=O)C)C', 'C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C', 'C(CO)N(CCO)CCO', 'C1=CC=C(C=C1)CO', 'C=CC(=O)O', 'CCCCCCCCCCCCCCCCCCCCCCO', 'CCCCCCCCCCCCCCCCCCO', 'CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCO', 'CCCCCCCCCCCCCCCCO', 'COC(=O)C1=CC=C(C=C1)O', 'CCCCCCCCCCCCCCCCCCO.CCCCCCCCCCCCCCCCO', 'CCCOC(=O)C1=CC=C(C=C1)O', 'CCOC(=O)C1=CC=C(C=C1)O', 'CCCCCCCCCCCC(=O)OCCO', 'CCCCCCCCCCCC(=O)OCCOC(=O)CCCCCCCCCCC', 'CCCCNC(=O)OCC#CI', 'C(COCCOCCOCCO)O', 'C=CC(=O)[O-].[NH4+]', 'C=CC(=O)N']",4.1
196730660,"['O', 'CC(C)OC(=O)CCCCC(=O)OC(C)C', 'O1[SiH2]O[SiH2]O[SiH2]O[SiH2]O[SiH2]1', 'C(C(CO)O)O', 'CCCCCCCCCCCCCCCCCC(=O)OCC(CO)O', 'O=[Ti]=O', 'O=[Al]O[Al]=O', 'CCCCCCCCCCCCCCCCO', 'O=[Si]=O', 'C1=CC=C(C=C1)OCCO', 'C(CO)N(CCO)CCO', 'C1=CC=C(C=C1)CO', 'C=CC(=O)O', 'CC1=C(C(=C(C2=C1OC(CC2)(C)CCCC(C)CCCC(C)CCCC(C)C)C)OC(=O)C)C', 'C=CC(=O)O', 'CCCCCCCCCCCCCCCCOP(=O)([O-])[O-].[K+].[K+]', 'C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O']",3.1
40711556,"['O', 'CCCCCCCCCCCCOC(=O)C1=CC=CC=C1', 'CCCCCCCCCCCCCCCCCCO.CCCCCCCCCCCCCCCCO', 'C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C', 'C[Si](C)(C)O[Si](C1=CC=CC=C1)(O[Si](C)(C)C)O[Si](C)(C)C', 'C(C(CO)O)O', 'CCCCCCCCCCCCCCCCCCCCO', 'C1=CC=C(C=C1)OCCO', 'C1=CC=C(C=C1)CO', 'CC(C)(CO)C(C(=O)NCCCO)O', 'C=C', 'CCCCCCCCCCCCCCCCCCCCCCO', 'CCCCCCCCCCCCCCCCCCOCCO', 'CCCCCCCCCCCCCCCCCCOCCO', 'CC(=C)C(=O)OC', 'C=CC(=O)N', 'CCCCCCCCCCCCCCCCCCCCOC1C(C(C(C(O1)CO)O)O)O', 'C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O', 'CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCO', 'O=[Si]=O', 'CCCCNC(=O)OCC#CI', 'CC1=CC(=C(C(=C1)C(C)(C)C)O)C(C)(C)C', '[OH-].[Na+]', 'C(C(=O)O)C(CC(=O)O)(C(=O)O)O', 'O=[Ti]=O', 'C(C(CO)O)O', 'CCCCCCCCCCCCOCCOS(=O)(=O)[O-].[Na+]', 'CCCCCCC(CCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCC(CCCCCC)O)OC(=O)CCCCCCCCCCC(CCCCCC)O)O', 'CCCCCCCCCCCCOC1C(C(C(C(O1)CO)O)O)O', 'C=CC(=O)O', 'C1=CC=C(C=C1)OCCO', 'CCCCCCCCCCCCCCCCCC(=O)OCCOC(=O)CCCCCCCCCCCCCCCCC', 'CCCCCCCCCCCC(=O)NCCC[N+](C)(C)CC(=O)[O-]', 'COC(=O)C1=CC=C(C=C1)O', 'C(CN(CC(=O)[O-])CC(=O)[O-])N(CC(=O)[O-])CC(=O)[O-].[Na+].[Na+].[Na+].[Na+]', '[OH-].[Na+]', 'C(C(=O)O)C(CC(=O)O)(C(=O)O)O']",4.6
43726511,"['O', 'C(C(CO)O)O', 'C(C(=O)O)O', 'CC(C)(CO)C(C(=O)NCCCO)O', 'CC(CO)O', '[OH-].[Na+]', 'C(C(=O)O)C(CC(=O)O)(C(=O)O)O', 'CC(COCC1C(C(C(C(O1)OC2C(OC(C(C2OCC(C)O)OCC(C)O)OCC(C)O)COCC(C)O)OCC(C)O)OCC(C)O)OCC(C)O)O', 'CC(C)(CO)N', 'CC(C(=O)O)O', 'C1=CC=C(C=C1)CO', 'C1(C(=O)NC(=O)N1)NC(=O)N', 'C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O', 'CC(=O)O.C(C(C(C(C(C=O)O)O)O)O)O.[Na]']",4.4
445654240,"['O', 'CC(CC(C)(C)O)O', 'C(C(CO)O)O', 'C1=CC=C(C=C1)OCCO', 'CCCCCCCCCCCCCCCC[N+](C)(C)C.[Cl-]', 'C(CN(CC(=O)[O-])CC(=O)[O-])N(CC(=O)[O-])CC(=O)[O-].[Na+].[Na+].[Na+].[Na+]', 'CC(CO)O', 'C(C(=O)O)C(CC(=O)O)(C(=O)O)O', 'CCCCCCCCCCCCCCCC[N+]1=CC=CC=C1.[Cl-]', '[Na+].[Cl-]', '[Cl-].[K+]']",4.6
451107267,"['O', 'CCCCCCCCCCCCCCCCO', 'C=CC(=O)[O-].[Na+]', 'CCCCCCCCCCCCCCCCCC(=O)OCC(CO)O', 'C1=C(OC=C(C1=O)O)CO', 'C(C(CO)O)O', 'CCO', 'C1=CC(=CC=C1C=CC2=CC(=CC(=C2)O)O)O', 'CC(C)(CO)C(C(=O)NCCCO)O', 'C1=CC(=CC=C1O)OC2C(C(C(C(O2)CO)O)O)O', 'C1=CC=C(C=C1)OCCO', 'CC1=C(C(=C(C2=C1OC(CC2)(C)CCCC(C)CCCC(C)CCCC(C)C)C)OC(=O)C)C', 'C=CC(=O)N', 'CCCCCCCCCCCCCOCCO', 'C[N+](C)(C)C(CC1=CNC(=S)N1)C(=O)[O-]', 'C(CN(CC(=O)[O-])CC(=O)[O-])N(CC(=O)[O-])CC(=O)[O-].[Na+].[Na+].[Na+].[Na+]', 'CC=CC=CC(=O)[O-].[K+]']",4.6
51222546,"['CCCCCCCCCCCCOCCOS(=O)(=O)[O-].[Na+]', '[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].O=[Mg].O=[Si]=O.O=[Ca].[Na+].[Na+].[Al+3].[Al+3].[K+].[K+].[Fe+3].[Fe+3]', 'CCOC(=O)C=C.CC(=C)C(=O)O.CC(=C)C(=O)OC', '[Na+].[Cl-]', 'CNCC(=O)O', 'C(C(=O)O)O', 'C(C(CO)O)O', '[OH-].[Na+]', 'C1=CC=C(C=C1)C(=O)[O-].[Na+]', 'C(C1C(C(C(C(O1)OC2=C(C(OC2=O)C(CO)O)O)O)O)O)O', 'CC1=CCC(CC1)C(=C)C', 'CCCCCCCCCCCCCCCCO.CC1CO1.C1CO1']",4.6
