Molecules Remaining,Time needed (s),Total Time passed (min),Predicted Time Left (min)
3162.0,11.526793500000004,26.3010616,607.27
3161.0,11.956809500000006,26.3010616,618.4
3160.0,12.2451906,26.3010616,631.46
3159.0,13.830210600000008,26.3010616,679.59
3158.0,13.55522710000001,26.3010616,696.3
3157.0,10.78681069999999,26.3010616,631.74
3156.0,13.162540800000002,26.3010616,661.83
3155.0,10.929037199999996,26.3010616,618.06
3154.0,17.160539999999997,26.3010616,759.83
3153.0,15.048952900000018,26.3010616,775.08
3152.0,12.284334799999982,26.3010616,709.98
3151.0,13.939324999999997,26.3010616,720.79
3150.0,15.152489000000003,26.3010616,757.91
3149.0,12.463146599999988,26.3010616,705.78
3148.0,13.112482400000005,26.3010616,696.65
3147.0,11.463321800000017,26.3010616,648.75
3146.0,10.364418,26.3010616,595.9
3145.0,12.077167100000025,26.3010616,614.28
3144.0,9.084352499999966,26.3010616,544.98
3143.0,12.43179889999999,26.3010616,597.91
3142.0,9.141919199999961,26.3010616,538.15
3141.0,11.552521200000001,26.3010616,571.28
3140.0,9.48515420000001,26.3010616,533.66
3139.0,9.323294099999998,26.3010616,510.55
3138.0,10.722238199999993,26.3010616,535.49
3137.0,13.187869599999999,26.3010616,612.3
3136.0,11.239948999999967,26.3010616,599.7
3135.0,10.450080499999956,26.3010616,572.67
3134.0,11.060989300000017,26.3010616,575.03
3133.0,9.144059900000002,26.3010616,526.08
3132.0,9.678678999999988,26.3010616,515.49
3131.0,11.947154599999976,26.3010616,569.28
3130.0,11.759888900000021,26.3010616,591.19
3129.0,9.609399199999984,26.3010616,545.99
3128.0,11.090797100000032,26.3010616,561.91
3127.0,10.817617799999994,26.3010616,562.67
3126.0,10.48656920000002,26.3010616,554.33
3125.0,10.716688699999963,26.3010616,556.07
3124.0,10.687774300000001,26.3010616,556.09
3123.0,12.075835299999994,26.3010616,592.13
3122.0,10.097541699999965,26.3010616,558.59
3121.0,9.461791100000028,26.3010616,525.21
3120.0,9.241173100000083,26.3010616,502.72
3119.0,9.504097100000081,26.3010616,498.23
3118.0,9.246309199999928,26.3010616,489.21
3117.0,9.311898000000042,26.3010616,486.32
3116.0,9.954904800000008,26.3010616,501.5
3115.0,10.387260200000014,26.3010616,520.22
3114.0,9.268786800000044,26.3010616,500.47
3113.0,9.470947899999942,26.3010616,495.77
3112.0,11.275090200000022,26.3010616,540.11
3111.0,10.663411800000063,26.3010616,546.33
3110.0,11.05372049999994,26.3010616,559.46
3109.0,9.36587709999992,26.3010616,522.22
3108.0,9.876985599999898,26.3010616,516.76
3107.0,10.386294099999986,26.3010616,527.13
3106.0,11.055353500000024,26.3010616,549.54
3105.0,12.292018299999995,26.3010616,592.63
3104.0,9.362220799999932,26.3010616,538.31
3103.0,11.94145100000003,26.3010616,577.76
3102.0,11.00233819999994,26.3010616,573.1
3101.0,11.321477699999946,26.3010616,578.93
3100.0,10.238825199999951,26.3010616,553.79
3099.0,9.875309199999947,26.3010616,531.75
3098.0,10.545612900000037,26.3010616,537.96
3097.0,9.9989865,26.3010616,526.86
3096.0,10.775864699999943,26.3010616,541.27
3095.0,11.432448499999964,26.3010616,565.32
3094.0,11.189295600000037,26.3010616,570.97
3093.0,9.01075800000001,26.3010616,517.57
3092.0,10.214151099999981,26.3010616,521.8
3091.0,10.207498600000008,26.3010616,523.66
3090.0,10.15212059999999,26.3010616,523.08
3089.0,9.386988199999905,26.3010616,503.01
3088.0,10.475059700000088,26.3010616,520.9
3087.0,9.057853900000055,26.3010616,493.3
