,smiles,RDKit2D_calculated,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,ExactMolWt,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,FractionCSP3,HallKierAlpha,HeavyAtomCount,HeavyAtomMolWt,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,MaxAbsEStateIndex,MaxAbsPartialCharge,MaxEStateIndex,MaxPartialCharge,MinAbsEStateIndex,MinAbsPartialCharge,MinEStateIndex,MinPartialCharge,MolLogP,MolMR,MolWt,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRadicalElectrons,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumValenceElectrons,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,RingCount,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea,qed
0,CS(=O)(=O)CCN1CCC(c2cccc(Nc3nc4c(-c5ccc(S(C)(=O)=O)cc5)cccn4n3)c2)CC1,1.0,1.3008067134875767,1657.3735275445893,26.9156383156272,21.409188042177803,23.042181204033252,18.048775958262546,12.480519833094585,16.432444887936853,9.918246032213872,14.193734117555854,6.9358582183420445,8.98848425520099,4.850444751155962,6.0707595379242525,19.674506272835004,16.835593968657875,0.0,10.648337082264565,24.058178953828193,42.74544531575472,18.074989858719803,28.78086616746207,30.462311845459517,27.448114280081068,4.9839785209472085,553.181746472,0.9473684210526316,1.6842105263157894,2.3684210526315788,0.3333333333333333,-3.28,38.0,522.4620000000003,340950297.44703585,26.33201847551397,10.469888632330775,6.225466663277987,222.91064195055995,11.811705127771802,0.32286370032882306,11.811705127771802,0.2470330436889401,0.20511577460906685,0.2470330436889401,-3.265031043624812,-0.32286370032882306,3.767400000000003,149.38329999999976,553.71,1.0,9.0,0.0,1.0,1.0,2.0,2.0,4.0,9.0,1.0,11.0,0.0,8.0,0.0,1.0,1.0,200.0,10.216698334856806,9.837253136417502,15.484430357185225,5.9483392809864934,0.0,0.0,0.0,21.350991862273496,4.9839785209472085,5.098681808301039,24.26546827384644,79.37416749800221,36.503976110929024,10.648337082264565,5.0,16.835593968657875,36.95740904927278,0.0,19.497967953714344,0.0,23.655032767531186,43.215449795513656,72.42396574792619,0.0,11.126902983393993,5.316788604006331,11.635725555670055,0.0,0.0,74.23222311387954,19.674506272835004,0.0,24.32300078371041,71.75599773174694,0.0,16.77408020416172,0.0,113.74,48.27956925965496,0.0,7.217853618042429,7.912902210663859,4.514986885927879,1.0937465420950765,18.86927503477932,6.284580710573532,2.3711225850750903,-6.210703513478798,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3508790687203539
1,COc1ncccc1-c1cccn2nc(Nc3ccc(C4CCN(C(=O)OC(C)(C)C)CC4)cc3)nc12,1.0,1.2603821846800158,1385.3173148865149,25.99298858481683,21.640092934723448,21.640092934723448,17.802976250246704,12.502461492510882,12.502461492510882,10.174361175506503,10.174361175506503,6.401886347724074,6.401886347724074,4.617435681349027,4.617435681349027,5.601050810983689,4.794537184071822,0.0,6.093240070938416,36.48292369617615,29.655932503929574,5.563451491696997,17.82203900650623,68.2661673123051,27.532183070177798,14.457704428547304,500.253588884,1.027027027027027,1.7567567567567568,2.45945945945946,0.35714285714285715,-4.14,37.0,468.3470000000003,276611183.87453264,24.549827238551874,10.08151982263805,5.501117895614359,215.99798995578402,12.346087648140314,0.4805437503541502,12.346087648140314,0.409778413389457,0.2263137469972212,0.409778413389457,-0.4724947676851941,-0.4805437503541502,5.658000000000005,142.27669999999986,500.6030000000004,1.0,9.0,0.0,1.0,1.0,1.0,3.0,4.0,8.0,1.0,9.0,0.0,5.0,0.0,1.0,1.0,192.0,19.690424242456906,5.601050810983689,5.647177220767728,11.828327617421866,0.0,6.093240070938416,0.0,14.293913598634653,4.9839785209472085,5.098681808301039,12.13273413692322,81.49241479355194,42.297489213128856,7.1097975412775325,5.0,14.268263091671919,23.376142847376197,0.0,24.481946474661555,0.0,45.131811702068966,25.51609895710902,66.48807518261603,0.0,17.00689131982936,10.053651557806381,16.430262739741877,5.879988336435372,0.0,56.375547709686344,4.736862953800049,0.0,45.09421238278229,60.92462369091903,0.0,16.77408020416172,0.0,93.88,12.698172381480765,0.0,23.1913386609883,7.911026408586973,4.163636651363512,1.4652111173978817,16.111354687378274,5.177521078471759,7.090484346146457,1.6079213348527412,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37793460269588575
2,CC(NC1CCC(n2cc(C(N)=O)c(Nc3ccc(Cl)cc3)n2)C(C#N)C1)C1CC1,1.0,1.5019059791683305,945.52763162108,21.250347897697548,17.01424041699159,17.77016936301004,14.439892043425116,10.51496731339028,10.892931786399505,8.473224320715168,8.909660101187153,6.251512608619932,6.5034889239594165,4.3695404131118325,4.495528570781576,5.9071797293515065,10.056428738810308,0.0,11.959746875309351,28.48762924156927,30.867757189622985,12.841643245852019,23.011380643681477,12.13273413692322,28.72521752879659,17.3346073673947,426.19348716400003,1.3,2.033333333333333,2.6666666666666665,0.5,-2.56,30.0,399.73600000000016,9984549.360565394,20.702257801046766,8.664580963946982,4.605646992186592,181.1252990352423,11.989090261694221,0.3654305971408249,11.989090261694221,0.2535955872584624,0.08041766397917227,0.2535955872584624,-0.5557111013129525,-0.3654305971408249,4.000480000000001,116.58030000000004,426.95200000000017,4.0,7.0,2.0,0.0,2.0,1.0,1.0,2.0,6.0,3.0,8.0,0.0,7.0,2.0,0.0,2.0,158.0,16.367244685174846,5.563451491696997,5.817862777835027,0.0,5.9071797293515065,0.0,9.476340119217006,0.0,10.360573363039522,0.0,11.600939890232516,69.21121963432851,28.990544818333888,18.028968188101626,4.0,4.794537184071822,29.013368672102608,5.2618915547384875,15.097273347452552,17.56947956948497,57.15336780176457,5.316788604006331,41.04839665089784,0.0,6.069221312792274,16.367244685174846,11.50524905251859,0.0,11.600939890232516,27.77134613109365,0.0,23.16692495985355,55.42767481923745,30.462311845459514,5.022633313741326,0.0,0.0,108.76,1.742827835866857,5.940506983447957,11.989090261694221,21.8760546293953,6.6500754413399745,0.44871259884541215,10.365340906454724,6.855959599669781,2.2425428543968855,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6194995214352512
3,N#CC1CCC(O)CC1n1cc(C(N)=O)c(Nc2ccccc2)n1,1.0,1.9325144381947232,765.0332453556656,17.10408352775558,13.091925707919598,13.091925707919598,11.579718698118976,7.868969911469556,7.868969911469556,5.996485055038095,5.996485055038095,4.3284870357463126,4.3284870357463126,3.0605295067776748,3.0605295067776748,12.011146117099807,15.162956133651015,0.0,17.523198367006348,25.080327646613053,5.687386274683562,0.0,10.87864650675826,30.33183534230805,16.484691725099644,5.733667477162185,325.15387484800004,1.375,2.125,2.7916666666666665,0.35294117647058826,-2.85,24.0,306.22,377712.8385421186,16.02354048393191,6.724276165971668,3.2363882907159134,139.24752495849478,11.737983591584785,0.393046487291268,11.737983591584785,0.25359558732343696,0.2512946166120777,0.25359558732343696,-0.5930123299319721,-0.393046487291268,1.95128,88.46740000000004,325.372,4.0,7.0,1.0,0.0,1.0,1.0,1.0,2.0,6.0,3.0,7.0,0.0,4.0,1.0,0.0,1.0,124.0,16.15698347600922,5.563451491696997,5.817862777835027,0.0,5.9071797293515065,0.0,9.476340119217006,0.0,10.360573363039522,0.0,18.199101205384828,31.39519900570125,11.884229846296638,24.13293457584993,3.0,9.901064578912528,17.412428781870094,5.2618915547384875,9.780484743446225,11.651573523323574,31.40827208567429,5.316788604006331,42.09213040561812,0.0,6.069221312792274,11.050456081168516,11.50524905251859,0.0,0.0,26.898158255386733,0.0,17.249018913692154,35.66229437369481,36.528678913921134,0.0,0.0,0.0,116.96,1.5849537037037038,0.0,11.737983591584785,26.771198031732844,6.501829333585286,-0.4920355935584109,11.327802067477846,2.7349355321406192,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7940082747469598
4,CN(c1[nH]cnc2nccc1-2)C1CCC(CS(=O)(=O)N2CCC(C)(O)CC2)CC1,1.0,1.3308148021053636,894.4703446074933,20.648053602125593,17.21152522551844,18.028021806446162,13.750750104000087,10.462307477567057,12.071472785093455,8.893258658109096,10.906818341962865,6.678136516301133,8.722711527264067,4.669073826421696,6.547859833152749,15.624341964391274,13.524324379169645,0.0,11.67075965290818,31.97299688682513,42.889005259235994,0.0,23.753116837364477,6.06636706846161,26.89951727636929,0.0,421.214760852,1.2413793103448276,1.9310344827586208,2.6206896551724137,0.7,-1.71,29.0,390.31900000000013,4149658.39014203,20.558250861241085,7.847184852966317,4.412479645502077,172.2881828681158,12.833569573197098,0.3900802738252216,12.833569573197098,0.2138709547070097,0.20288627488032215,0.2138709547070097,-3.258412653947917,-0.3900802738252216,2.0810999999999997,112.37130000000008,421.5670000000004,2.0,8.0,1.0,3.0,4.0,0.0,0.0,0.0,6.0,2.0,9.0,0.0,5.0,1.0,1.0,2.0,160.0,14.990415646638393,5.817862777835027,5.824404497999928,10.023291153407584,0.0,0.0,0.0,22.690970017519582,0.0,0.0,0.0,57.432940051869686,32.375869195263384,23.244675984192014,4.0,13.524324379169645,15.841153931242614,0.0,19.25715155413786,5.917906046161393,57.091558577378336,30.78994813209961,18.59053071483923,0.0,11.387855989696925,4.899909730850478,5.817862777835027,0.0,0.0,70.31440597468827,10.023291153407584,5.917906046161393,45.448666937246685,18.59053071483923,0.0,11.387855989696925,0.0,102.42,27.244767413622927,0.0,14.021132531448606,10.070194570883569,0.2796859752462486,2.188153124958455,2.342186966762738,8.225571137058296,2.6370849946271395,-1.1754433812746508,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7663186704181539
5,CN(c1[nH]cnc2nccc1-2)C1CCC(CS(=O)(=O)N2CCCC3(CNC(=O)C3)C2)CC1,1.0,1.1843614586658051,1047.4834361651428,22.346724214874854,18.586773482855435,19.40327006378316,15.351703735303984,11.607038387422106,13.216203694948502,9.887884210107364,11.901443893961133,7.7010667990077115,9.69216706900917,5.8632946279370675,7.8809928773421385,10.023291153407584,13.212334168400757,0.0,22.992929851656466,32.096931669811696,55.730648505088006,0.0,16.829379637673853,6.06636706846161,32.21630588037562,0.0,460.22565988400004,1.25,2.0625,2.8125,0.6818181818181818,-2.2,32.0,428.3480000000001,27456307.29171691,21.635544973915486,8.29511784260819,4.098298043530021,188.92938647483558,13.220411976825217,0.3576149068912222,13.220411976825217,0.2201949181586476,0.04901649572033029,0.2201949181586476,-3.317122498997049,-0.3576149068912222,1.8363999999999996,121.80720000000008,460.60400000000055,2.0,9.0,1.0,4.0,5.0,0.0,0.0,0.0,6.0,2.0,10.0,0.0,5.0,1.0,2.0,3.0,174.0,15.200676855804016,5.817862777835027,5.824404497999928,15.930470882759087,0.0,0.0,4.794537184071822,22.690970017519582,0.0,0.0,0.0,50.50920285217906,50.756437693498754,17.643625173208328,5.0,13.212334168400757,21.74833366059412,0.0,24.573940158144193,11.332896515558172,50.98759218963004,37.33470453801218,18.59053071483923,0.0,11.387855989696925,10.216698334856806,5.817862777835027,0.0,0.0,72.05876390412797,14.817828337479405,11.332896515558172,44.945751360482085,18.59053071483923,0.0,11.387855989696925,0.0,111.29,28.10754944310139,0.0,25.81045321723835,2.8961981768414664,0.8090406893080611,2.213720181412108,2.3345802496920998,9.392369698832347,1.6657948791844062,-1.2297065356102332,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7043069706598708
6,COC1CCN(S(=O)(=O)CC2CCC(N(C)c3[nH]cnc4nccc3-4)CC2)CC1,1.0,1.3191338041469851,869.8912465907284,20.432510652501765,17.249910189671972,18.06640677059969,13.975494975391676,10.492041030417637,12.101206337944038,8.331378310669018,10.34493799452279,6.612852304147772,8.65742731511071,4.768958879778274,6.675989211352168,10.023291153407584,8.417796984328938,0.0,17.774726040656486,19.13135364097311,55.730648505088006,0.0,23.939177178951386,6.06636706846161,26.89951727636929,4.736862953800049,421.2147608520001,1.1724137931034482,1.8965517241379308,2.586206896551724,0.7,-1.71,29.0,390.31900000000013,5605667.592274797,20.558250861241085,8.571895821893929,4.412479645502077,172.6074943454267,12.858359350219017,0.3813575709742488,12.858359350219017,0.21387060276248454,0.19584321300598104,0.21387060276248454,-3.1843177937816285,-0.3813575709742488,2.3451000000000004,112.54450000000007,421.5670000000002,1.0,8.0,1.0,3.0,4.0,0.0,0.0,0.0,6.0,1.0,9.0,0.0,6.0,1.0,1.0,2.0,160.0,14.620751205597735,5.817862777835027,5.824404497999928,10.023291153407584,0.0,0.0,0.0,22.690970017519582,0.0,0.0,0.0,50.50920285217906,39.48566673654091,23.747591560956632,4.0,13.154659938128988,15.841153931242614,0.0,19.25715155413786,5.917906046161393,50.67073695445232,37.89974567337714,18.59053071483923,0.0,11.387855989696925,4.899909730850478,5.817862777835027,0.0,0.0,72.82059169788972,14.760154107207631,5.917906046161393,38.524929737556064,18.59053071483923,0.0,11.387855989696925,0.0,91.42,32.746954828520266,0.0,14.067636569017663,0.0,1.0270025760051362,2.3041495748706944,2.37358074374093,9.115143377165756,1.1676217523842811,0.6145772449619396,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7698232199655084
7,NC(=O)c1cc(-c2ccc(Cl)c(Cl)c2)cc2c1[nH]c1ccc(C(=O)NCCn3ccnc3)cc12,1.0,1.5529758966055398,1557.187349666495,23.819261998449893,17.809269510594707,19.32112740263161,16.401887240964328,10.491566228804416,11.247495174822873,7.881279767253063,8.695680020734272,5.703095887329817,6.442125166067831,3.9974652402571427,4.295556421879752,5.9071797293515065,9.589074368143644,0.0,5.9071797293515065,39.77838314031805,27.416052129939843,0.0,36.78963192022406,35.02941149325088,15.284745645900747,28.93554725762721,491.0915802080001,1.0,1.8529411764705883,2.588235294117647,0.08,-3.8099999999999987,34.0,473.2140000000003,78520756.58093774,22.00559427253085,8.852256463773061,4.112212086106041,204.0359588967239,12.760296701621554,0.3655316051660654,12.760296701621554,0.25086543207197465,0.18784474087053413,0.25086543207197465,-0.559319553295391,-0.3655316051660654,5.020300000000003,134.33879999999994,492.36600000000016,4.0,7.0,0.0,0.0,0.0,3.0,2.0,5.0,4.0,3.0,9.0,0.0,6.0,0.0,0.0,0.0,170.0,20.60153424990708,0.0,0.0,0.0,11.814359458703013,0.0,9.589074368143644,4.9839785209472085,0.0,0.0,29.268246848926644,53.591472462625255,47.335800593294145,27.45273891156045,5.0,9.589074368143644,56.82208910333016,0.0,19.8518452936921,5.733667477162185,6.544756405912576,6.544756405912576,88.42411337656021,0.0,11.126902983393993,11.050456081168516,0.0,0.0,23.20187978046503,32.894172554301356,6.544756405912576,0.0,20.71597735153764,67.25194376568358,10.045266627482652,32.9327528475561,0.0,105.8,1.8879423385758545,12.273343256559851,32.28969066281679,5.359447257187456,9.519480591245356,-0.7471642941659251,14.318380215288785,5.233338419934798,1.0877637747792592,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3099835944365253
8,CS(=O)(=O)c1ccc(Nc2nn(C3CCOCC3)cc2C(N)=O)cc1,1.0,1.8542127427199069,868.039718938609,18.026733258565955,13.805547652392805,14.622044233320533,11.842355158540425,7.882398815858258,9.773810353916515,6.000732586621924,8.01646816136477,4.10756934399847,5.236039571225162,2.7231931556053963,3.3536636682914818,15.744432865769005,13.212334168400757,0.0,10.937324304665736,30.282464473241426,19.097412429363423,12.13273413692322,23.011380643681477,0.0,10.415470412307368,10.470530430962237,364.12052612,1.28,1.92,2.48,0.375,-2.39,25.0,344.26700000000017,486750.5940345718,17.433591629584047,6.848749672552723,3.9947518793334766,145.43471302172688,11.718553722044884,0.38128666689611584,11.718553722044884,0.2535955796822941,0.1620466318860978,0.2535955796822941,-3.25792046297586,-0.38128666689611584,1.4806,92.66940000000002,364.4270000000001,3.0,8.0,0.0,1.0,1.0,1.0,1.0,2.0,7.0,2.0,9.0,0.0,5.0,0.0,1.0,1.0,134.0,15.787319034968565,5.563451491696997,15.65511591425253,0.0,5.9071797293515065,0.0,9.476340119217006,8.417796984328938,5.098681808301039,0.0,0.0,37.10711151969847,31.35376295883388,10.937324304665736,3.0,17.949197122200808,27.249681918287603,0.0,9.780484743446225,5.733667477162185,23.778967550517763,24.78632171654357,36.025763337156505,0.0,0.0,11.050456081168516,11.50524905251859,0.0,0.0,43.57499456966391,14.574116090217549,0.0,29.2414727507688,35.35779532097729,0.0,0.0,0.0,116.31,30.122008443572263,0.0,11.941618234759467,7.485667005228017,6.364191259052596,-0.22253424981103453,6.395580592914648,4.436970374692791,1.3177521359004458,-3.25792046297586,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8299691267798543
9,Cc1ccc(NC(=O)CC(C)C(F)(F)F)cc1N1CCc2nc(Nc3ccc(N4CCN(C)CC4)cc3)ncc2C1,1.0,1.2099086251072089,1371.4880949600795,29.147689123196074,23.63121635919034,23.63121635919034,19.545865096747086,13.92489400222525,13.92489400222525,10.995521239998384,10.995521239998384,7.809743653669693,7.809743653669693,5.1650173647745845,5.1650173647745845,24.422205915882387,17.96578232709628,0.0,0.0,31.146059990421215,61.29836635095049,5.687386274683562,6.06636706846161,25.253314908226923,61.630425178034926,4.9839785209472085,567.2933434320001,1.0,1.7073170731707317,2.414634146341464,0.43333333333333335,-3.86,41.0,531.3720000000003,1247994542.8708987,28.660886622366114,11.938253422674988,7.0787392112190215,238.1197684746608,12.848586734922009,0.3915538296695329,12.848586734922009,0.3915538296695329,0.4770470182437947,0.3689647154567252,-4.399171291639816,-0.3689647154567252,5.3701200000000044,155.86539999999968,567.6600000000002,2.0,8.0,0.0,2.0,2.0,2.0,1.0,3.0,7.0,2.0,11.0,0.0,7.0,0.0,1.0,1.0,218.0,25.333306400564087,0.0,0.0,11.855519010337998,0.0,6.176298517443475,4.794537184071822,9.967957041894415,13.17124514302446,0.0,12.990104268152232,55.93306308483447,86.62002184337179,11.61183404100985,5.0,17.96578232709628,34.60506410907225,0.0,14.867866772744891,5.917906046161393,39.41017256858931,60.204850681953666,65.4822440290868,0.0,0.0,20.433396669713613,41.869129522745204,0.0,0.0,66.72279903177993,17.760115212910407,12.841643245852016,30.165389800859085,48.661413050844345,0.0,0.0,0.0,76.63000000000002,38.545760204766026,0.0,28.447088844174576,5.940366323374328,6.541564929745988,-1.804280629167467,13.753312142124365,-2.4539067959411454,8.464832023616204,2.148596290640455,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3976619562835349
