SMILES,Difficulty,Node_ID
CCCCCCCCCC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H]1C(=O)NCC(=O)N[C@@H](CCCN)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](C)C(=O)N[C@@H](CC(=O)O)C(=O)NCC(=O)N[C@H](CO)C(=O)N[C@@H]([C@H](C)CC(=O)O)C(=O)N[C@@H](CC(=O)c2ccccc2N)C(=O)O[C@@H]1C,4125720.37323598,11205
CC(N)(COP(=O)(O)O)C(=O)O,3.3344159115007703,9995
Cc1oc(CN2CCNCC2)cc1C(=O)NCC12CC3CC(CC(C3)C1)C2,3.242,11514
CN(C)c1ccc2nc3ccc(=[N+](C)C)cc-3sc2c1,3.1770853496894356,10507
N#Cc1ccc(-c2csc(Nc3ccc(O)cc3)n2)cc1,3.1479999999999997,9108
NCc1ccc(NC(=O)c2cc(Nc3ncccn3)c3cc(/C(N)=N/O)ccc3c2)cc1,3.1431359708052,9616
COCCCOc1ccnc(C[S+]([O-])c2nc3ccccc3[nH]2)c1C,3.141441840728819,11022
COCCNCc1ccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)cc1,3.0492306200563206,8433
COc1ccc(-c2nc3c(NCCCNC(=O)c4ccccc4)c(Br)cnc3[nH]2)cc1,2.9436230659484863,10397
O=C(O)c1ccc2cccc(O)c2n1,2.8909122060700208,9533
CC(=O)Nc1ccc2c(c1)c(-c1cc(NC3CC3)n3ncc(C#N)c3n1)cn2CCC(=O)O,2.794237464240578,8274
CCN(c1ccccc1)c1cc(NC)[n+](C)c(C)n1,2.791795644760132,10933
O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3cccc(CN4CCCC4)c3)c2s1,2.789230620056321,8723
CNC(=O)c1cnn(-c2ccccc2)c1NS(=O)(=O)c1ccc(C)cc1,2.7601614913663237,9072
CCOC(=O)c1c(C)n(Cc2ccco2)c2ccc(O)cc12,2.738,10677
COc1ccc(-c2ccccc2)cc1N1CC(=O)NS1(=O)=O,2.693937926884164,11660
CCCc1nc2c(N)nc3ccccc3c2s1,2.630105342673144,10125
Cn1ncc(Cl)c1-c1cc(C(=O)N[C@H](CN)Cc2cccc(F)c2)sc1Cl,2.5900000000000003,10019
O=C(O)c1cc(-c2ccccc2)nc2ccccc12,2.5837362468150933,9560
Oc1ccc2[nH]c(CN3CCC(Cc4ccc(F)cc4)CC3)nc2c1,2.582364112854004,11177
