,smiles
47,c1ccccc1n2ncc(N)c(Br)c2(=O)
963,Fc1cccc(F)c1C(=O)NC(=O)Nc2ccc(Cl)cc2
965,c1(C(=O)OCCCCCC(C)(C))c(C(=O)OCCCCCC(C)(C))cccc1
1051,CCCCC(O)CC
383,COc1nc(NC(C)C)nc(NC(C)C)n1
433,CN(C)C=Nc1ccc(Cl)cc1C
43,CC(C)C1CCC(C)CC1O 
167,O=C1N(COC(=O)CCCCCCC)C(=O)C(N1)(c2ccccc2)c3ccccc3
351,Cc1ccc2ccccc2c1
617,CCSC(=O)N(CC(C)C)CC(C)C
670,FC(F)(Cl)C(F)(Cl)Cl
853,Oc1c(Cl)cc(Cl)c(Cl)c1Cl
1092,CNC(=O)ON=C(CSC)C(C)(C)C 
571,O=C1NC(=O)NC(=O)C1(CC)C(C)CCC
15,CC(C)Cl
370,CN1CC(O)N(C1=O)c2nnc(s2)C(C)(C)C
877,ClCC#CCOC(=O)Nc1cccc(Cl)c1
1072,CCOC(=O)c1ccccc1C(=O)OCC
34,Cc1cccc2c1Cc3ccccc32
799,ClC2=C(Cl)C3(Cl)C1C=CCC1C2(Cl)C3(Cl)Cl 
779,O=C1NC(=O)NC(=O)C1(CC)CCC(C)C
421,CCN(CC)c1nc(Cl)nc(n1)N(CC)CC
21,O=c2[nH]c1CCCc1c(=O)n2C3CCCCC3
567,Clc1cc(Cl)c(Cl)cc1Cl
49,c2c(C)cc1nc(C)ccc1c2 
896,CCCCC(C)(C)O
199,CC(C)OC(C)C
718,c1cc2ccc3ccc4ccc5ccc6ccc1c7c2c3c4c5c67
145,Oc2ncc1nccnc1n2
589,Fc1ccccc1Br
971,O=C1NC(=O)NC(=O)C1(C)C
303,CCCN(CCC)c1c(cc(cc1N(=O)=O)C(C)C)N(=O)=O
100,CC12CCC3C(CCC4=CC(=O)CCC34C)C2CCC1C(=O)CO
298,OCC1OC(CO)(OC2OC(COC3OC(CO)C(O)C(O)C3O)C(O)C(O)C2O)C(O)C1O
155,CCCOC(=O)C
1044,Sc1ccccc1
1029,CCC(O)(CC)CC
337,CCOC2Oc1ccc(OS(C)(=O)=O)cc1C2(C)C
122,Clc1cc(Cl)c(Cl)c(Cl)c1Cl
360,CN(C)C(=O)Nc1ccc(c(Cl)c1)n2nc(oc2=O)C(C)(C)C
473,COP(=S)(OC)Oc1ccc(cc1Cl)N(=O)=O
472,CCCCCCCCCC(=O)OC
507,COc1ncnc2nccnc12 
1038,Cn1cnc2n(C)c(=O)n(C)c(=O)c12
894,CC(C)Nc1nc(Cl)nc(NC(C)C)n1
291,COc1c(O)c(Cl)c(Cl)c(Cl)c1Cl 
803,CCCOC(=O)c1ccc(N)cc1
392,CNC(=O)Oc1ccc(N(C)C)c(C)c1
209,CCCCl
944,CC34CCC1C(CCC2=CC(=O)CCC12C)C3CCC4=O
624,CC12CCC3C(CCc4cc(O)ccc34)C2CCC1=O
1116,COP(=S)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)cc2)cc1
970,Clc1cccc(Cl)c1c2c(Cl)cccc2Cl 
1020,COC(=O)C=C
149,Fc1c[nH]c(=O)[nH]c1=O 
157,NC(=O)CCl 
753,C/C1CCCCC1\C
323,CCC1(C(=O)NC(=O)NC1=O)c2ccccc2 
82,NC(=S)N
1047,CSSC
863,CC1(OC(=O)N(C1=O)c2cc(Cl)cc(Cl)c2)C=C
164,O2c1cc(C)ccc1N(C)C(=O)c3cc(N)cnc23 
294,CCOC(=O)c1ccccc1S(=O)(=O)NN(C=O)c2nc(Cl)cc(OC)n2
260,CCOP(=S)(OCC)SC(CCl)N1C(=O)c2ccccc2C1=O
103,ClCCl
464,CC(C)(C)Cc1ccccc1
1059,C1CCC=CCC1
64,O=C(Cn1ccnc1N(=O)=O)NCc2ccccc2
278,ClCC(Cl)Cl
474,CC(C)CBr
885,OC3N=C(c1ccccc1Cl)c2cc(Cl)ccc2NC3=O
371,O=N(=O)c1ccccc1
393,CCCCCCCC(C)O
181,CCOc1ccc(cc1)C(C)(C)COCc3cccc(Oc2ccccc2)c3
707,COCCCNc1nc(NC(C)C)nc(SC)n1
191,COCC(=O)N(C(C)C(=O)OC)c1c(C)cccc1C 
668,Clc1ccc(Cl)c(c1)c2cc(Cl)c(Cl)c(Cl)c2Cl
566,CCOCCOCC
363,C1CCC=CC1
110,Oc1c(I)cc(C#N)cc1I
621,ClC(Cl)(Cl)C(NC=O)N1C=CN(C=C1)C(NC=O)C(Cl)(Cl)Cl 
293,CC34CCC1C(=CCc2cc(O)ccc12)C3CCC4=O
644,Oc1ccc(cc1)C2(OC(=O)c3ccccc23)c4ccc(O)cc4 
438,CCC(C)(C)Cl
0,OCC3OC(OCC2OC(OC(C#N)c1ccccc1)C(O)C(O)C2O)C(O)C(O)C3O 
76,O=C1N(COC(=O)CCCCC)C(=O)C(N1)(c2ccccc2)c3ccccc3
526,CC(=C)C
785,NC(=O)N
847,c1(O)cc(O)ccc1CCCCCC
639,CCC#CCC
89,CCN2c1cc(Cl)ccc1NC(=O)c3cccnc23 
773,ClC(Cl)Cl
838,CC(C)N(C(=O)CCl)c1ccccc1 
314,COC(C)(C)C
282,O=C1NC(=O)NC(=O)C1(C(C)C)C(C)C
1108,CC=C
410,CS(=O)(=O)c1ccc(cc1)C(O)C(CO)NC(=O)C(Cl)Cl 
609,CCCC(=O)OCC
299,CCCCCCCCCCCCCCCCCCCCCCCCCC
271,COc1ccc(Cl)cc1
537,OCC2OC(Oc1ccccc1CO)C(O)C(O)C2O
349,CCCOCC
468,CNC(=O)Oc1cccc2CC(C)(C)Oc12
1081,CC=CC=O
353,CCC(C(CC)c1ccc(O)cc1)c2ccc(O)cc2
1060,CN(C)C(=S)SSC(=S)N(C)C 
451,CC(=O)OC3CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C 
561,CC(=O)CC(c1ccccc1)c3c(O)c2ccccc2oc3=O 
604,COc2c1occc1cc3ccc(=O)oc23 
961,CC(=O)OC3(C)CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C 
481,ON=Cc1ccc(o1)N(=O)=O 
535,CC1CCCO1
491,CC(C)CC(C)(C)C
579,c1ccc(cc1)c2ccc(cc2)c3ccccc3
772,O=C1NC(=O)NC(=O)C1(CC=C)CC=C
851,CCCCC(=O)OC3(C(C)CC4C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC34C)C(=O)CO
801,c1ccc2c(c1)[nH]c3ccccc32
439,ClCCBr
85,ClC(Cl)(Cl)C(Cl)(Cl)Cl
880,CCC(C)(C)C
287,ClC(Cl)C(Cl)Cl
179,CCC1(CCC(=O)NC1=O)c2ccccc2 
591,CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc2cccc(Oc3ccccc3)c2
914,CCCCCCC(=O)OCC
107,Cc1c[nH]c(=O)[nH]c1=O 
228,CC(C)=CCCC(O)(C)C=C
1032,Oc1c(Cl)cc(Cl)cc1Cl
563,COC(=O)c1ccccc1C(=O)OC
321,c1ccc2c(c1)c3cccc4c3c2cc5ccccc54
661,Clc1ccc(c(Cl)c1)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl
844,CC34CCC1C(CCc2cc(O)ccc12)C3CC(O)C4O 
490,CC(C)Br
710,CC(=O)CCC1C(=O)N(N(C1=O)c2ccccc2)c3ccccc3
814,CCOC(=O)c1ccccc1
96,c1(C#N)c(Cl)c(C#N)c(Cl)c(Cl)c(Cl)1
485,COP(=O)(OC)C(O)C(Cl)(Cl)Cl
813,c1cc(C)cc2c1c3cc4cccc5CCc(c45)c3cc2
1076,CCCC(O)CCC
730,CCC2NC(=O)c1cc(c(Cl)cc1N2)S(N)(=O)=O
12,CCCC=C
380,CCCCCC(=O)OCC
649,O=C1NC(=O)NC(=O)C1(C(C)C)CC=C
822,Cc1ncc(N(=O)=O)n1CCO 
820,CCCCCBr
889,O=C1NC(=O)NC(=O)C1(C)CC
664,Fc1cccc(Br)c1
55,Cc1ccccc1O
327,CCC(C)(C)CO
29,CCCCCCCC(=O)OC
27,CCCCC1(CC)C(=O)NC(=O)NC1=O
152,CCCCCCO
489,Oc1ccc(Br)cc1
1086,c1ccccc1NC(=O)c2c(O)cccc2
226,CCOP(=S)(OCC)Oc1nc(Cl)n(n1)C(C)C
540,CCCO
652,CC1(C)CON(Cc2ccccc2Cl)C1=O
1073,CC(C)CO
952,CNC(=O)Oc1cccc2ccccc12
808,CCN2c1ncccc1N(C)C(=S)c3cccnc23 
223,CNC(=O)Oc1cccc(N=CN(C)C)c1
958,CC(Cl)CCl
220,c1cc2cccc3c4cccc5cccc(c(c1)c23)c54
1015,C1c2ccccc2c3ccc4ccccc4c13
