,smiles
5357,CC(=O)Nc1ccncn1
61,S=P(N1CC1)(N1CC1)N1CC1
9125,O=C(O)COc1ccc(Cl)c(I)c1
5472,Cc1oc2ccccc2c(=O)c1C
11922,CCC1CC(C(=O)NC(C(C)O)C2OC(SC)C(O)C(O)C2O)N(C)C1
10090,CN(C)C(=O)Nc1ccc(Oc2nnn(C)n2)cc1
10303,NC(=O)c1cccc2nc(N)nc(N)c12
11203,CC(=O)OCCCOc1ccc(-c2ccncc2)cn1
11693,CCCC1CCCc2ncc(C(=O)OC)c(=O)n21
13360,Cc1nc2c3c(c(C(=O)N(C)C)cn2c1C)CCC(c1ccccc1)O3
6566,Clc1cc(Cl)cc(-c2ccccc2)c1
14042,O=CC(=C(Cl)C(=O)O)C(Cl)Cl
6323,O=Nc1c(Br)cc2ccccc2c1O
3989,CCc1ccc(OC(C)=O)cc1
3218,CC(=O)c1ccc(S(N)(=O)=O)cc1
959,CC(=O)Nc1ccccc1
4000,CC(C)CC(N)C(=O)NC(CC(C)C)C(=O)O
1514,C1CCOCC1
2294,CCCCOC(N)=O
12726,c1nc2nc[nH]c(N3CCCCCC3)c-2n1
5338,NS(=O)(=O)Nc1ccccc1
1480,CCC(C)CO
13535,COc1ccc(C(=O)NN=Cc2c(CO)ccc(C)c2O)cc1
5682,CCOc1ccccc1C(=O)N1CCCCC1
6702,CN1C(=Nc2ncc([N+](=O)[O-])s2)NCC1(C)C
11457,COc1ccc(C(O)(Cn2ccnc2)c2ccc(Br)cc2)cc1
8582,COC(=O)c1sccc1S(=O)(=O)NC(=O)Nc1nc(C)nc(OC)n1
11699,CCCCCCCCn1cc(C)c(=O)[nH]c1=O
5370,COc1ncnc2ccccc12
9713,CNC(=O)ON=C1CSCCS1
8681,CC(CSC(=O)c1ccccc1)C(=O)N1CC(Sc2ccccc2)CC1C(=O)O
4357,O=C(Nc1ccn(C2CC(O)C(CO)O2)c(=O)n1)c1ccccc1
5030,O=C(Nc1ccccc1)NC1CC1
9029,COc1cc(CC(=O)O)ccc1OC(C)C
4236,O=[N+]([O-])c1c(Cl)ncnc1Cl
10961,CNC12CCCCCC1Cc1ccccc12
9525,C=CC(=O)NCCCN(CCO)CCO
11925,CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CCC2(O)C(O)CO
12615,OC1(Cn2cncn2)CCCC1Cc1ccccc1
9622,Cc1cnc(C2=NC(=O)C(C)(C(C)C)N2)c(C(=O)O)c1
10772,CC(C)OC(=O)CS(=O)c1ccc([N+](=O)[O-])cc1Cl
127,NCCCCC(N)C(=O)O
11793,O=C(NP(=O)(N1CC1)N1CC1)c1ccc(Br)cc1
4473,CC(C)Nc1ccccc1C(N)=O
5202,OC1C2CCC(C2)C1O
