SMILES,Difficulty,Node_ID
OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O,24.01093503360748,28425
O[C@H]1OC[C@@H](O)[C@H](O)[C@H]1O,18.777174640655517,28373
OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,15.645827286754079,28299
O=c1cc(Cl)[nH]c(=O)[nH]1,15.325,28349
O=C1c2ccccc2C(=O)c2c(NCCO)cccc21,10.975095769653725,28313
COP(=O)(OC)[C@@H](O)C(Cl)(Cl)Cl,10.849,28395
OCC(O)CO,10.557434048386003,258
Nc1cnn(-c2ccccc2)c(=O)c1Cl,9.545871053619386,1125
O=c1[nH]cc(I)c(=O)[nH]1,8.825217219030925,28370
CNC(=O)Oc1cccc2ccccc12,8.663004946708678,1092
CN(C)C(=O)Nc1ccccc1,8.655789250612258,610
Cc1c[nH]cn1,8.00129430103228,28493
COc1c(Cl)ccc(Cl)c1C(=O)O,7.8700154940188,28415
Cc1[nH]c(=O)n(C(C)(C)C)c(=O)c1Cl,7.657309606856112,923
CCNc1nc(Cl)nc(NCC)n1,7.653783582650179,260
Oc1ccc2ccccc2c1,7.556687519550323,490
Nc1ccc([N+](=O)[O-])cc1,7.349857635498047,682
O=c1[nH]c(=O)[nH]c(=O)[nH]1,6.97776380280077,28355
Cn1c(=O)c2c(ncn2C)n(C)c1=O,6.954143148343902,1158
CN(C)C(=O)c1ccc([N+](=O)[O-])cc1,6.908131124496459,28467
Cc1ccc(O)c(C)c1,6.859999999999999,768
NC(=O)c1ccccc1,6.537071438214686,1166
CNC(=O)Oc1cccc2c1OC(C)(C)C2,6.39400778827595,222
CC(=O)N1CCCC1,6.366740081413558,28238
O=Cc1ccc(O)cc1,6.054395751953125,241
Nc1cccc([N+](=O)[O-])c1,5.973793653024172,829
COP(=S)(OC)SCn1nnc2ccccc2c1=O,5.776331555901395,28362
C[C@H](C(=O)O)c1cccc(C(=O)c2ccccc2)c1,5.771946268113603,10836
N#Cc1ccc(O)cc1,5.737974661580999,28252
c1ccc2ncccc2c1,5.705,253
COc1ccc(C(=O)N(C)C)cc1,5.505733346939087,28286
O=c1[nH]cc(F)c(=O)[nH]1,5.489412015564695,156
O=c1[nH]cc(Br)c(=O)[nH]1,5.468683149230814,28319
c1c[nH]cn1,5.457624002436241,28321
Nc1ccc2ccccc2c1,5.345023602335682,28492
CN(C)CCOC(c1ccccc1)c1ccccc1,5.335662784462506,28419
[O-][S+2]1([O-])CCCC1,5.3193221670745245,28246
O=c1[nH]cc(C(F)(F)F)c(=O)[nH]1,5.260097033630596,28273
CN1CCOCC1,5.251447861671448,28331
CCc1cccc(CC)c1N(COC)C(=O)CCl,5.229963062521525,621
C[C@H](C(=O)O)c1ccc(-c2ccccc2)c(F)c1,5.172106293542812,28444
N#Cc1cccc(O)c1,5.113841492458081,28332
CCCC(C)(C)C,4.998862390518188,506
Nc1ccc(O)c2c1C(=O)c1ccccc1C2=O,4.975015937487284,28385
OC1CCCC1,4.844,28443
O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O,4.826250532673396,8770
CN(C)CCC=C1c2ccccc2CCc2ccccc21,4.803813782220185,28439
FC1(F)C(F)(F)C(F)(F)C1(F)F,4.7983146643436765,28479
CCCOC(=O)c1ccc(O)cc1,4.786130957647872,28486
CC(=O)OCC(COC(C)=O)OC(C)=O,4.7807079165067945,437
N#Cc1cccnc1,4.712,28416
O=[N+]([O-])c1cccc(O)c1,4.7024568577624475,435
CC(=O)c1ccncc1,4.636687846461031,28461
Cc1c[nH]c2ccccc12,4.627492909431457,741
Cc1ccc(C(=O)N(C)C)cc1,4.499605040375618,28265
CC[C@H](C)O,4.498,28290
COc1cccc(O)c1,4.440249834060669,28318
O=Cc1ccncc1,4.431869356959676,28421
Cc1ccc(C)c(O)c1,4.426232490539551,28417
CCCOCCO,4.423952021725696,28369
Oc1ccc(F)cc1,4.41940993309021,28440
Nc1cccc2c1C(=O)c1ccccc1C2=O,4.360798408206611,28457
Cc1cccc(Nc2ccccc2C(=O)O)c1C,4.307036237239838,8670
